iter	Accuracy	Logloss
884	0.9580918413	0.1126220562
885	0.9580918413	0.1126086184
886	0.9582404518	0.112515535
887	0.9582404518	0.1125101268
888	0.9582404518	0.1124885934
889	0.9583890623	0.1124434264
890	0.9583890623	0.1123176585
891	0.9585376728	0.1122856944
892	0.9588348937	0.1122071701
893	0.9588348937	0.1121747381
894	0.9588348937	0.1121582394
895	0.9589835042	0.1121116286
896	0.9589835042	0.1120685799
897	0.9589835042	0.1120305127
898	0.9589835042	0.1120128661
899	0.9591321147	0.1119690874
900	0.9592807252	0.1119164092
901	0.9592807252	0.111911203
902	0.9591321147	0.1118293665
903	0.9592807252	0.1118024261
904	0.9591321147	0.1117793682
905	0.9591321147	0.1117459613
906	0.9591321147	0.1117459582
907	0.9591321147	0.1116993708
908	0.9591321147	0.1116799378
909	0.9591321147	0.1116403329
910	0.9591321147	0.1116353191
911	0.9592807252	0.1115658484
912	0.9592807252	0.1115383252
913	0.9592807252	0.1114801568
914	0.9592807252	0.1114746871
915	0.9592807252	0.1114644339
916	0.9594293357	0.1114362106
917	0.9594293357	0.1114312612
918	0.9594293357	0.111431261
919	0.9595779462	0.1114037725
920	0.9595779462	0.1113800106
921	0.9595779462	0.1113751832
922	0.9597265567	0.1113328472
923	0.9598751672	0.1112523416
924	0.9598751672	0.1112344331
925	0.9595779462	0.1111574841
926	0.9598751672	0.111003089
927	0.9598751672	0.1109416891
928	0.9598751672	0.1109287957
929	0.9598751672	0.1109000918
930	0.9598751672	0.1108641043
931	0.9600237777	0.110828849
932	0.9600237777	0.1107950087
933	0.9601723882	0.1107425935
934	0.9601723882	0.1107006082
935	0.9601723882	0.1106626954
936	0.9601723882	0.1106598238
937	0.9601723882	0.1106395226
938	0.9601723882	0.1106117217
939	0.9603209987	0.1105520613
940	0.9603209987	0.1105304678
941	0.9601723882	0.1105174928
942	0.9601723882	0.1105101908
943	0.9604696092	0.1104403729
944	0.9607668301	0.1103825196
945	0.9607668301	0.1103578297
946	0.9607668301	0.1103323966
947	0.9609154406	0.1103068191
948	0.9609154406	0.1102817553
949	0.9606182196	0.1102487441
950	0.9606182196	0.1102217813
951	0.9609154406	0.1101416065
952	0.9609154406	0.1100526669
953	0.9610640511	0.1100088832
954	0.9610640511	0.1099936891
955	0.9610640511	0.1099913417
956	0.9609154406	0.1097810993
957	0.9609154406	0.109781088
958	0.9609154406	0.1097431964
959	0.9607668301	0.1095697409
960	0.9609154406	0.1095276338
961	0.9609154406	0.1095180418
962	0.9609154406	0.1094911465
963	0.9610640511	0.1094758411
964	0.9610640511	0.1094452508
965	0.9610640511	0.1093689755
966	0.9610640511	0.1093441116
967	0.9610640511	0.1093149053
968	0.9610640511	0.1092933365
969	0.9610640511	0.1092816906
970	0.9612126616	0.1092695862
971	0.9610640511	0.1092519482
972	0.9612126616	0.1091238366
973	0.9612126616	0.1090689361
974	0.9612126616	0.1089883566
975	0.9612126616	0.1089249043
976	0.9612126616	0.1089122146
977	0.9612126616	0.1088859212
978	0.9612126616	0.1088750577
979	0.9612126616	0.1088408612
980	0.9612126616	0.1087680975
981	0.9612126616	0.1087250914
982	0.9612126616	0.1085452963
983	0.9612126616	0.1085030216
984	0.9613612721	0.1084457349
985	0.9612126616	0.1082385076
986	0.9613612721	0.1081974561
987	0.9613612721	0.1081808501
988	0.9613612721	0.1081220156
989	0.9613612721	0.1080637237
990	0.9613612721	0.1080375131
991	0.9613612721	0.1079841967
992	0.9613612721	0.1079621535
993	0.9613612721	0.107950267
994	0.9613612721	0.1079244306
995	0.9613612721	0.1079054448
996	0.9615098826	0.1078902424
997	0.9613612721	0.1078667038
998	0.9613612721	0.1078407556
999	0.9615098826	0.1077991727
