Home Ownership,Years in current job,Tax Liens,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Credit Score,Annual Income,Number of Open Accounts,Years of Credit History,Current Credit Balance,Monthly Debt,Credit Default
Home Mortgage,10+ years,0.0,522566.0,0.0,34.0,0.0,debt consolidation,Short Term,177892.0,718.0,806531.0,11.0,19.4,190456.0,7595.0,1
Own Home,10+ years,0.0,498762.0,0.0,0.0,0.0,business loan,Long Term,768614.0,707.0,1170590.0,7.0,16.0,179626.0,16009.0,1
Rent,9 years,0.0,727430.0,0.0,0.0,0.0,take a trip,Short Term,309606.0,731.0,1042643.4294562419,7.0,16.7,143241.0,9186.0,0
Rent,10+ years,0.0,205018.0,1.0,0.0,1.0,home improvements,Long Term,291214.0,731.0,1363686.386865438,8.0,10.8,30096.0,29532.0,1
Home Mortgage,8 years,0.0,659780.0,0.0,0.0,0.0,debt consolidation,Short Term,259600.0,747.0,1606716.0,12.0,22.7,369797.0,33473.0,0
Rent,2 years,0.0,358732.0,0.0,0.0,0.0,debt consolidation,Short Term,246620.0,736.0,813238.0,10.0,13.2,251864.0,7048.0,0
Own Home,10+ years,0.0,558250.0,0.0,0.0,0.0,debt consolidation,Short Term,129206.0,731.0,1188384.519450697,11.0,14.0,208449.0,16009.0,0
Home Mortgage,< 1 year,0.0,748286.0,0.0,0.0,0.0,debt consolidation,Short Term,262460.0,734.0,1171160.0,14.0,23.0,476938.0,18153.0,1
Rent,3 years,0.0,879758.0,0.0,0.0,0.0,debt consolidation,Short Term,221518.0,731.0,1171997.580276355,6.0,18.1,187663.0,13680.0,0
Home Mortgage,< 1 year,0.0,257664.0,0.0,19.0,0.0,debt consolidation,Short Term,262064.0,731.0,1133891.2472893195,8.0,21.8,108813.0,11757.0,0
Own Home,10+ years,0.0,686290.0,0.0,13.0,0.0,debt consolidation,Short Term,767316.0,7300.0,1170590.0,6.0,20.2,529283.0,35343.0,1
Home Mortgage,2 years,0.0,1378410.0,0.0,30.0,0.0,home improvements,Long Term,545776.0,704.0,1093507.0,6.0,16.2,591641.0,17223.0,1
Rent,9 years,0.0,314886.0,0.0,0.0,0.0,debt consolidation,Long Term,428604.0,720.0,1079637.0,10.0,14.7,179759.0,25372.0,0
Rent,7 years,0.0,310266.0,1.0,69.0,1.0,debt consolidation,Long Term,582186.0,640.0,1247673.0,15.0,17.0,128877.00000000001,16428.0,1
Rent,10+ years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,112244.0,713.0,969285.0,10.0,12.099999999999998,55613.0,15024.0,1
Rent,10+ years,0.0,1066934.0,0.0,19.0,0.0,debt consolidation,Short Term,309606.0,740.0,995714.0,16.0,21.6,287489.0,27631.0,0
Home Mortgage,3 years,0.0,279510.0,0.0,20.0,0.0,debt consolidation,Short Term,219912.0,738.0,784966.0,8.0,28.2,141702.0,12298.0,0
Rent,5 years,0.0,283932.0,0.0,32.0,0.0,debt consolidation,Short Term,260062.0,731.0,1028792.0152014147,7.0,12.8,204250.0,9135.0,0
Home Mortgage,4 years,0.0,475618.0,0.0,0.0,0.0,business loan,Long Term,335324.0,748.0,1172984.0,6.0,24.2,208449.0,8709.0,0
Home Mortgage,6 years,0.0,473968.0,0.0,0.0,0.0,debt consolidation,Long Term,546700.0,733.0,1903705.0,14.0,17.3,111739.0,39026.0,0
Own Home,3 years,0.0,1055010.0,0.0,0.0,0.0,other,Short Term,324104.0,738.0,1119594.0,9.0,12.6,357162.0,17260.0,1
Rent,2 years,0.0,214038.0,0.0,38.0,0.0,debt consolidation,Short Term,273064.0,731.0,1120748.6124181086,10.0,10.3,117002.0,16508.0,0
Rent,7 years,0.0,231220.0,2.0,0.0,2.0,debt consolidation,Short Term,191224.0,708.0,960165.0,11.0,13.7,37544.0,12082.0,0
Rent,6 years,0.0,940038.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,731.0,1301938.135220405,15.0,17.7,563407.0,12179.0,0
Home Mortgage,5 years,0.0,484814.0,0.0,0.0,0.0,debt consolidation,Short Term,172282.0,731.0,1148599.4291963407,9.0,19.9,169993.0,12090.0,0
Rent,2 years,0.0,757196.0,0.0,11.0,0.0,debt consolidation,Short Term,467874.0,7330.0,2693782.0,10.0,16.6,461681.0,15557.0,1
Rent,2 years,0.0,319704.0,0.0,0.0,0.0,debt consolidation,Short Term,190168.0,729.0,830813.0,8.0,17.0,159866.0,10108.0,1
Rent,1 year,0.0,903386.0,0.0,9.0,0.0,debt consolidation,Short Term,190036.0,7270.0,1170590.0,12.0,29.0,212990.0,9343.0,1
Own Home,10+ years,0.0,1032042.0,0.0,19.0,0.0,business loan,Long Term,489588.0,614.0,950190.0,13.0,27.6,528561.0,16359.0,1
Rent,10+ years,0.0,282546.0,0.0,0.0,0.0,debt consolidation,Short Term,130372.0,700.0,1170590.0,10.0,16.0,199614.0,6112.0,1
Rent,1 year,0.0,1321056.0,0.0,0.0,0.0,debt consolidation,Short Term,607552.0,723.0,2548603.0,10.0,20.8,676552.0,16009.0,0
Home Mortgage,8 years,0.0,502436.0,0.0,0.0,0.0,debt consolidation,Short Term,221276.0,731.0,1222408.407623696,8.0,18.5,296362.0,13600.0,0
Home Mortgage,10+ years,0.0,263384.0,0.0,0.0,0.0,debt consolidation,Long Term,329208.0,706.0,1069244.0,7.0,17.0,180386.0,16395.0,0
Rent,2 years,0.0,316580.0,0.0,0.0,0.0,debt consolidation,Short Term,174988.0,731.0,1122504.1627313062,17.0,11.9,244435.0,13182.0,0
Rent,6 years,1.0,352484.0,2.0,0.0,1.0,buy a car,Short Term,166430.0,739.0,718694.0,9.0,20.4,99845.0,12158.0,0
Home Mortgage,4 years,0.0,573276.0,3.0,66.0,3.0,debt consolidation,Short Term,331452.0,737.0,954180.0,15.0,28.8,114361.0,21469.0,0
Rent,10+ years,0.0,471438.0,0.0,0.0,0.0,debt consolidation,Short Term,394020.0,735.0,907440.0,12.0,9.9,280535.0,14217.0,1
Rent,< 1 year,0.0,187264.0,0.0,48.0,0.0,debt consolidation,Short Term,309606.0,736.0,883101.0,8.0,10.9,154945.0,8095.0,0
Rent,8 years,0.0,330704.0,0.0,0.0,0.0,business loan,Short Term,216106.0,743.0,1026513.0,10.0,17.8,232503.0,20188.0,1
Rent,8 years,0.0,418836.0,1.0,65.0,1.0,debt consolidation,Long Term,276760.0,716.0,1043328.0,14.0,27.4,84284.0,15563.0,1
Home Mortgage,10+ years,0.0,269148.0,0.0,0.0,0.0,other,Short Term,269148.0,731.0,1601698.111814788,17.0,20.7,175503.0,32983.0,0
Home Mortgage,2 years,0.0,416394.0,1.0,0.0,1.0,debt consolidation,Short Term,261646.0,731.0,1513186.5157039736,15.0,21.0,181963.0,28523.0,0
Rent,3 years,0.0,718014.0,0.0,0.0,0.0,other,Short Term,259556.0,7290.0,2335100.0,14.0,13.2,362767.0,19226.0,1
Rent,10+ years,0.0,745536.0,0.0,72.0,0.0,debt consolidation,Short Term,89298.0,724.0,1831543.0,16.0,17.7,424954.0,35868.0,0
Home Mortgage,10+ years,0.0,382162.0,0.0,61.0,0.0,debt consolidation,Long Term,361372.0,601.0,833492.0,12.0,15.0,329061.0,12224.0,1
Rent,10+ years,0.0,242968.0,0.0,20.0,0.0,debt consolidation,Long Term,280698.0,699.0,577182.0,13.0,10.1,155078.0,11111.0,1
Rent,10+ years,0.0,111628.0,1.0,14.0,0.0,debt consolidation,Short Term,309606.0,703.0,870846.0,6.0,10.5,43282.0,4615.0,0
Own Home,6 years,0.0,835054.0,0.0,0.0,0.0,debt consolidation,Long Term,492030.0,723.0,1677339.0,13.0,13.5,310821.0,37181.0,1
Home Mortgage,10+ years,0.0,827750.0,0.0,0.0,0.0,debt consolidation,Long Term,309606.0,711.0,1227400.0,10.0,13.1,451098.0,24650.0,0
Home Mortgage,4 years,0.0,783134.0,0.0,32.0,0.0,buy house,Long Term,594770.0,699.0,1163028.0,12.0,10.5,150138.0,16009.0,0
Own Home,7 years,0.0,592196.0,0.0,0.0,0.0,debt consolidation,Long Term,554136.0,731.0,1728786.7724949098,17.0,17.1,323247.0,37621.0,1
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,512468.0,748.0,1232036.0,15.0,22.0,749930.0,27413.0,0
Rent,1 year,3.0,543906.0,4.0,26.0,1.0,debt consolidation,Short Term,296120.0,731.0,1029107.5055046472,10.0,16.0,37582.0,11103.0,1
Rent,8 years,0.0,232738.0,0.0,0.0,0.0,home improvements,Long Term,310068.0,697.0,1205018.0,12.0,18.5,104728.0,32234.0,1
Home Mortgage,10+ years,0.0,733216.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,739.0,1359735.0,6.0,17.0,204535.0,12804.0,0
Rent,10+ years,0.0,592174.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,742.0,1577152.0,9.0,30.5,474582.0,15772.0,0
Rent,8 years,0.0,952380.0,0.0,66.0,0.0,debt consolidation,Short Term,109384.0,722.0,982471.0,16.0,17.4,515717.0,22679.0,0
Rent,4 years,0.0,617628.0,0.0,7.0,0.0,debt consolidation,Long Term,309606.0,706.0,1883660.0,11.0,20.3,341924.0,22133.0,0
Home Mortgage,8 years,0.0,336974.0,0.0,0.0,0.0,debt consolidation,Short Term,396396.0,742.0,988988.0,11.0,14.0,271814.0,12857.0,1
Rent,4 years,0.0,132858.0,0.0,0.0,0.0,debt consolidation,Long Term,313764.0,669.0,922070.0,10.0,14.0,96273.0,8990.0,0
Rent,8 years,0.0,617650.0,0.0,30.0,0.0,debt consolidation,Short Term,268532.0,731.0,1283790.1583275767,18.0,14.8,406467.0,16009.0,0
Home Mortgage,10+ years,0.0,1540902.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,729.0,1170590.0,10.0,12.5,718618.0,16009.0,0
Home Mortgage,3 years,0.0,276892.0,0.0,0.0,0.0,debt consolidation,Short Term,101354.0,736.0,622402.0,13.0,10.0,81795.0,11670.0,0
Rent,1 year,0.0,527252.0,0.0,32.0,0.0,debt consolidation,Short Term,432432.0,734.0,1073557.0,7.0,19.7,354711.0,18519.0,0
Own Home,10+ years,0.0,648626.0,0.0,69.0,0.0,debt consolidation,Short Term,387530.0,745.0,1487472.0,17.0,28.6,222395.0,21444.0,0
Rent,10+ years,0.0,919358.0,0.0,0.0,0.0,debt consolidation,Short Term,345972.0,746.0,1652753.0,10.0,21.5,661390.0,24240.0,0
Home Mortgage,10+ years,0.0,389466.0,1.0,46.0,1.0,debt consolidation,Long Term,631576.0,731.0,1061770.931917474,10.0,19.8,226043.0,6876.0,1
Rent,2 years,0.0,475618.0,0.0,19.0,0.0,debt consolidation,Short Term,309606.0,702.0,613776.0,7.0,17.0,208449.0,7877.0,0
Rent,10+ years,0.0,385242.0,0.0,17.0,0.0,other,Long Term,78628.0,723.0,1219724.0,7.0,18.8,159695.0,17971.0,1
Rent,10+ years,0.0,354332.0,0.0,46.0,0.0,debt consolidation,Long Term,257796.0,713.0,862733.0,9.0,25.8,244207.0,23725.0,1
Home Mortgage,6 years,0.0,1550230.0,0.0,0.0,0.0,debt consolidation,Long Term,786786.0,725.0,1844349.0,14.0,22.5,495368.0,13433.0,1
Own Home,3 years,0.0,464486.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,738.0,873468.0,10.0,23.8,208202.0,14995.0,0
Home Mortgage,< 1 year,0.0,475618.0,1.0,0.0,0.0,home improvements,Long Term,216304.0,744.0,1170590.0,10.0,11.9,208449.0,7188.0,1
Home Mortgage,10+ years,0.0,1076988.0,0.0,0.0,0.0,debt consolidation,Short Term,359612.0,731.0,1564576.0073180313,10.0,25.0,541329.0,21494.0,0
Rent,5 years,0.0,112926.0,0.0,32.0,0.0,debt consolidation,Long Term,263692.0,731.0,1058295.5398323843,9.0,16.0,57722.0,12055.0,1
Rent,2 years,0.0,601062.0,0.0,61.0,0.0,debt consolidation,Short Term,524722.0,717.0,1567215.0,19.0,17.7,397613.0,36830.0,0
Rent,10+ years,0.0,253374.0,0.0,61.0,0.0,debt consolidation,Short Term,222200.0,731.0,946207.8787858916,6.0,17.0,134140.0,4681.0,0
Home Mortgage,10+ years,0.0,353254.0,0.0,21.0,0.0,debt consolidation,Short Term,197516.0,731.0,1123341.5648043656,8.0,21.0,258096.0,8525.0,0
Rent,6 years,0.0,382294.0,0.0,0.0,0.0,other,Short Term,263428.0,750.0,1668314.0,12.0,11.9,83524.0,11692.0,1
Home Mortgage,10+ years,0.0,505340.0,0.0,0.0,0.0,debt consolidation,Short Term,119878.0,749.0,847058.0,8.0,17.0,173261.0,5873.0,0
Own Home,10+ years,0.0,620356.0,0.0,60.0,0.0,debt consolidation,Short Term,389818.0,735.0,1079846.0,18.0,17.0,263055.0,20787.0,0
Rent,3 years,0.0,274780.0,0.0,28.0,0.0,business loan,Long Term,371140.0,625.0,1004872.0,10.0,15.0,208449.0,11472.0,1
Rent,1 year,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,86130.0,693.0,1170590.0,10.0,17.0,48868.0,16009.0,0
Home Mortgage,9 years,0.0,553630.0,1.0,0.0,1.0,debt consolidation,Long Term,388982.0,731.0,1321743.312033035,10.0,11.4,316996.0,21277.0,0
Home Mortgage,7 years,0.0,178002.0,1.0,62.0,1.0,debt consolidation,Short Term,104148.0,731.0,977006.5646505053,8.0,18.6,102372.0,6034.0,0
Home Mortgage,3 years,0.0,643082.0,0.0,0.0,0.0,debt consolidation,Short Term,754842.0,721.0,1560831.0,8.0,16.1,373217.0,16519.0,0
Rent,2 years,0.0,475618.0,0.0,0.0,0.0,other,Short Term,77924.0,743.0,1076882.0,6.0,17.8,208449.0,11935.0,1
Home Mortgage,10+ years,0.0,447898.0,0.0,32.0,0.0,debt consolidation,Long Term,446754.0,620.0,1443240.0,16.0,18.0,325318.0,35961.0,1
Rent,3 years,0.0,475618.0,0.0,37.0,0.0,debt consolidation,Short Term,121506.0,731.0,974838.0333437242,7.0,14.5,71535.0,8546.0,1
Home Mortgage,5 years,0.0,475618.0,0.0,0.0,0.0,home improvements,Short Term,109318.0,736.0,1888220.0,12.0,17.3,208449.0,32556.0,0
Home Mortgage,7 years,0.0,396770.0,0.0,0.0,0.0,debt consolidation,Short Term,194194.0,731.0,1206972.634161122,8.0,10.9,217930.0,18169.0,0
Home Mortgage,2 years,0.0,936628.0,0.0,0.0,0.0,debt consolidation,Short Term,436480.0,745.0,1187424.0,13.0,20.6,449749.0,17435.0,0
Rent,5 years,0.0,475618.0,0.0,0.0,0.0,major purchase,Short Term,153868.0,741.0,1170590.0,10.0,16.6,208449.0,4004.0,0
Rent,2 years,0.0,382294.0,0.0,0.0,0.0,debt consolidation,Short Term,169246.0,732.0,1170590.0,10.0,11.8,75278.0,16009.0,0
Rent,2 years,0.0,247126.0,0.0,0.0,0.0,other,Short Term,100430.0,728.0,809571.0,10.0,14.2,32661.0,5606.0,0
Own Home,1 year,0.0,1429428.0,0.0,0.0,0.0,debt consolidation,Long Term,659406.0,6580.0,1955233.0,7.0,15.6,208449.0,16009.0,1
Home Mortgage,8 years,0.0,444378.0,0.0,0.0,0.0,other,Short Term,626604.0,724.0,1352876.0,7.0,10.5,208449.0,16122.0,0
Rent,6 years,0.0,400840.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,737.0,798323.0,11.0,26.2,240597.0,14702.0,0
Home Mortgage,10+ years,0.0,475618.0,1.0,0.0,1.0,debt consolidation,Short Term,715682.0,7040.0,1733674.0,19.0,22.4,287698.0,33084.0,1
Rent,5 years,0.0,429044.0,0.0,0.0,0.0,debt consolidation,Short Term,268268.0,731.0,1015371.9243442467,10.0,16.0,207860.0,6897.0,0
Home Mortgage,10+ years,0.0,775940.0,0.0,0.0,0.0,other,Short Term,147004.0,750.0,1223277.0,10.0,17.0,208449.0,16009.0,0
Home Mortgage,10+ years,0.0,305140.0,0.0,18.0,0.0,debt consolidation,Short Term,309606.0,728.0,1054310.0,11.0,21.5,188955.0,18363.0,0
Rent,1 year,0.0,425282.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,738.0,742064.0,10.0,17.3,221844.0,19603.0,0
Home Mortgage,10+ years,0.0,1078396.0,1.0,32.0,0.0,debt consolidation,Long Term,476740.0,653.0,2807250.0,14.0,28.3,596999.0,16009.0,1
Home Mortgage,3 years,0.0,1531332.0,0.0,60.0,0.0,debt consolidation,Short Term,532444.0,735.0,2586546.0,16.0,17.8,208449.0,16009.0,0
Home Mortgage,10+ years,0.0,444026.0,0.0,0.0,0.0,debt consolidation,Short Term,218746.0,748.0,1133502.0,7.0,24.0,176795.0,5932.0,0
Home Mortgage,8 years,0.0,325864.0,0.0,26.0,0.0,debt consolidation,Short Term,215864.0,720.0,1903154.0,13.0,19.7,236398.0,14718.0,0
Home Mortgage,10+ years,0.0,146652.0,0.0,29.0,0.0,debt consolidation,Short Term,328262.0,743.0,2116714.0,6.0,24.6,87647.0,16009.0,0
Home Mortgage,10+ years,0.0,912450.0,0.0,0.0,0.0,debt consolidation,Long Term,353584.0,731.0,1364459.0284284311,12.0,21.3,586283.0,12906.0,1
Rent,2 years,0.0,259006.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,724.0,867996.0,6.0,17.0,102676.0,7667.0,0
Rent,< 1 year,0.0,293018.0,0.0,32.0,0.0,other,Long Term,309606.0,7230.0,1170590.0,10.0,17.8,104253.0,16009.0,1
Rent,10+ years,0.0,146542.0,2.0,0.0,1.0,debt consolidation,Short Term,180378.0,740.0,1168386.0,10.0,9.8,91618.0,8003.0,1
Rent,2 years,0.0,229372.0,0.0,29.0,0.0,other,Short Term,324786.0,731.0,930692.0901194378,10.0,15.3,113297.0,5217.0,0
Rent,10+ years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,112244.0,713.0,969285.0,10.0,12.099999999999998,55613.0,15024.0,1
Rent,4 years,0.0,234696.0,0.0,0.0,0.0,debt consolidation,Short Term,131362.0,701.0,1390439.0,11.0,17.0,70737.0,10278.0,1
Rent,1 year,0.0,1046254.0,0.0,34.0,0.0,debt consolidation,Short Term,269324.0,743.0,1240567.0,10.0,10.0,392160.0,19952.0,0
Home Mortgage,2 years,0.0,472736.0,0.0,0.0,0.0,debt consolidation,Short Term,345334.0,7370.0,874323.0,12.0,23.6,130644.0,14281.0,1
Home Mortgage,8 years,0.0,846472.0,0.0,0.0,0.0,debt consolidation,Long Term,315260.0,698.0,2333808.0,15.0,13.8,612617.0,16009.0,0
Rent,10+ years,0.0,653488.0,0.0,0.0,0.0,debt consolidation,Short Term,410850.0,7070.0,1120506.0,16.0,13.4,316065.0,16994.0,1
Rent,3 years,0.0,204380.0,0.0,48.0,0.0,debt consolidation,Long Term,395296.0,7320.0,1517264.0,9.0,10.3,103075.0,9698.0,1
Rent,10+ years,0.0,648406.0,0.0,0.0,0.0,debt consolidation,Short Term,88044.0,7360.0,700530.0,18.0,27.3,283347.0,13952.0,1
Home Mortgage,10+ years,0.0,1068232.0,0.0,0.0,0.0,debt consolidation,Long Term,664026.0,738.0,1179064.0,10.0,26.0,250021.0,20732.0,0
Rent,10+ years,0.0,375298.0,0.0,63.0,0.0,debt consolidation,Short Term,260524.0,741.0,896971.0,12.0,22.6,214567.0,22499.0,0
Home Mortgage,10+ years,0.0,879164.0,1.0,0.0,1.0,debt consolidation,Short Term,433928.0,740.0,1405335.0,12.0,12.9,374319.0,21314.0,0
Home Mortgage,5 years,0.0,270666.0,0.0,7.0,0.0,other,Short Term,279642.0,7050.0,1331197.0,13.0,13.2,111264.0,25182.0,1
Home Mortgage,10+ years,0.0,449592.0,1.0,0.0,1.0,debt consolidation,Short Term,309606.0,736.0,1784708.0,11.0,28.6,147554.0,29448.0,0
Home Mortgage,10+ years,0.0,283448.0,2.0,61.0,2.0,debt consolidation,Short Term,243694.0,740.0,1530640.0,14.0,18.0,194598.0,15306.0,0
Home Mortgage,2 years,0.0,531806.0,0.0,0.0,0.0,other,Short Term,112046.0,731.0,1114505.4629007308,10.0,12.2,293493.0,11611.0,0
Home Mortgage,10+ years,0.0,1056440.0,0.0,0.0,0.0,other,Short Term,87098.0,731.0,1256623.7762579753,13.0,20.7,208449.0,16009.0,0
Rent,1 year,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,697.0,700397.0,11.0,17.2,208449.0,5545.0,0
Home Mortgage,5 years,0.0,119724.0,0.0,0.0,0.0,other,Short Term,91938.0,731.0,1109396.3843520456,6.0,13.6,76209.0,15223.0,0
Own Home,10+ years,0.0,1124750.0,0.0,0.0,0.0,other,Long Term,448448.0,585.0,1265020.0,18.0,11.4,518719.0,26987.0,1
Home Mortgage,8 years,0.0,390126.0,0.0,37.0,0.0,debt consolidation,Short Term,215490.0,7370.0,1302735.0,12.0,18.0,271567.0,26272.0,1
Home Mortgage,10+ years,0.0,831292.0,0.0,14.0,0.0,debt consolidation,Short Term,269676.0,746.0,1746765.0,11.0,22.5,320929.0,18778.0,0
Home Mortgage,4 years,0.0,283096.0,0.0,26.0,0.0,medical bills,Short Term,261140.0,728.0,1221662.0,9.0,10.6,95342.0,15678.0,1
Home Mortgage,6 years,0.0,785466.0,0.0,7.0,0.0,debt consolidation,Long Term,396792.0,6690.0,875748.0,10.0,9.7,311372.0,22404.0,1
Rent,< 1 year,0.0,315370.0,1.0,59.0,1.0,debt consolidation,Short Term,103950.0,748.0,879073.0,10.0,18.8,32965.0,5128.0,0
Own Home,< 1 year,0.0,257708.0,0.0,34.0,0.0,debt consolidation,Short Term,258368.0,691.0,618488.0,12.0,15.7,92815.0,16009.0,0
Home Mortgage,2 years,0.0,820534.0,0.0,40.0,0.0,other,Short Term,309606.0,733.0,1761699.0,13.0,12.9,481878.0,20113.0,0
Rent,10+ years,0.0,569470.0,0.0,0.0,0.0,debt consolidation,Short Term,261316.0,748.0,2820930.0,10.0,19.8,326078.0,21157.0,0
Rent,10+ years,0.0,305206.0,0.0,0.0,0.0,business loan,Short Term,309606.0,693.0,1120848.0,10.0,10.7,158156.0,8967.0,0
Home Mortgage,10+ years,0.0,836880.0,0.0,10.0,0.0,business loan,Short Term,781396.0,731.0,1927289.0889746011,13.0,23.4,670719.0,36674.0,1
Own Home,4 years,0.0,475618.0,0.0,30.0,0.0,other,Short Term,309606.0,672.0,964098.0,9.0,15.5,33192.99999999997,17193.0,0
Home Mortgage,< 1 year,0.0,261514.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,740.0,1328670.0,10.0,17.9,129865.0,25023.0,0
Home Mortgage,6 years,0.0,1071202.0,0.0,0.0,0.0,other,Short Term,219010.0,746.0,1986032.0,16.0,16.0,517142.0,16009.0,1
Rent,4 years,0.0,475618.0,0.0,0.0,0.0,other,Short Term,309606.0,731.0,1076446.815336069,16.0,9.6,44346.0,16295.0,0
Rent,10+ years,0.0,648406.0,0.0,0.0,0.0,debt consolidation,Short Term,88044.0,7360.0,700530.0,18.0,27.3,283347.0,13952.0,1
Rent,3 years,0.0,731082.0,0.0,0.0,0.0,debt consolidation,Short Term,222178.0,750.0,844284.0,6.0,14.4,106704.0,16009.0,0
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,258566.0,749.0,1004872.0,14.0,30.6,428849.0,16915.0,0
Rent,< 1 year,0.0,393822.0,0.0,27.0,0.0,debt consolidation,Short Term,439956.0,731.0,1294035.3560741094,6.0,21.6,334001.0,14692.0,1
Rent,10+ years,0.0,154374.0,1.0,73.0,1.0,debt consolidation,Short Term,223696.0,719.0,1275071.0,10.0,19.4,128535.0,7672.0,0
Rent,10+ years,0.0,212982.0,0.0,18.0,0.0,other,Short Term,221826.0,726.0,804631.0,11.0,16.9,107046.0,16763.0,1
Rent,2 years,0.0,697026.0,0.0,0.0,0.0,debt consolidation,Short Term,536074.0,733.0,1543256.0,9.0,10.5,437646.0,30994.0,0
Home Mortgage,10+ years,0.0,506748.0,0.0,23.0,0.0,debt consolidation,Short Term,194172.0,737.0,711569.0,9.0,13.0,173299.0,12749.0,1
Home Mortgage,10+ years,0.0,418792.0,0.0,0.0,0.0,debt consolidation,Long Term,275572.0,597.0,567777.0,9.0,17.0,247038.0,7949.0,0
Rent,6 years,0.0,302280.0,2.0,32.0,1.0,debt consolidation,Long Term,323774.0,718.0,1975943.0,9.0,21.3,166820.0,20747.0,1
Rent,10+ years,0.0,349932.0,1.0,0.0,1.0,debt consolidation,Short Term,178200.0,731.0,1016117.152852115,9.0,11.4,157453.0,10196.0,0
Rent,10+ years,0.0,409618.0,0.0,31.0,0.0,debt consolidation,Long Term,513282.0,649.0,1380426.0,7.0,16.8,235600.0,16795.0,0
Rent,10+ years,0.0,373406.0,1.0,0.0,1.0,debt consolidation,Short Term,223542.0,744.0,965295.0,10.0,13.3,122227.0,15525.0,0
Rent,4 years,0.0,744216.0,0.0,0.0,0.0,debt consolidation,Short Term,141262.0,726.0,1170590.0,10.0,17.0,199253.0,11258.0,0
Home Mortgage,10+ years,0.0,1490016.0,0.0,0.0,0.0,other,Short Term,130702.0,682.0,1505104.0,16.0,25.2,208449.0,28722.0,1
Home Mortgage,10+ years,0.0,393998.0,0.0,27.0,0.0,debt consolidation,Short Term,309606.0,731.0,1078808.4443148272,12.0,14.3,261668.0,9589.0,0
Rent,< 1 year,0.0,505670.0,0.0,32.0,0.0,debt consolidation,Short Term,276056.0,733.0,1258769.0,15.0,17.0,89528.0,20035.0,0
Rent,3 years,0.0,319110.0,0.0,23.0,0.0,debt consolidation,Short Term,404470.0,740.0,873297.0,13.0,17.0,151848.0,21614.0,0
Rent,10+ years,0.0,572264.0,0.0,47.0,0.0,debt consolidation,Long Term,537922.0,731.0,1372441.0309305175,13.0,16.1,303449.0,21699.0,1
Home Mortgage,1 year,0.0,242594.0,0.0,0.0,0.0,debt consolidation,Short Term,136620.0,7060.0,1132704.0,10.0,19.7,200507.0,18878.0,1
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,731.0,1305239.7344485086,10.0,21.5,208449.0,17906.0,0
Rent,10+ years,0.0,364958.0,1.0,64.0,1.0,debt consolidation,Short Term,325710.0,737.0,1532122.0,11.0,17.0,278616.0,16087.0,0
Rent,10+ years,0.0,195316.0,0.0,0.0,0.0,debt consolidation,Short Term,153758.0,651.0,575301.0,10.0,17.8,60382.0,14670.0,1
Home Mortgage,10+ years,0.0,369666.0,0.0,0.0,0.0,debt consolidation,Short Term,448360.0,727.0,1374631.0,9.0,18.6,216448.0,15694.0,1
Home Mortgage,7 years,0.0,715462.0,0.0,19.0,0.0,debt consolidation,Short Term,210826.0,7440.0,1533566.0,11.0,14.8,285475.0,18147.0,1
Home Mortgage,10+ years,0.0,332948.0,0.0,0.0,0.0,debt consolidation,Long Term,261360.0,706.0,1316700.0,13.0,11.8,158156.0,13825.0,0
Home Mortgage,3 years,0.0,222794.0,0.0,32.0,0.0,home improvements,Short Term,551276.0,719.0,1904370.0,8.0,24.0,190494.0,29994.0,0
Home Mortgage,10+ years,0.0,319110.0,0.0,43.0,0.0,debt consolidation,Short Term,220264.0,742.0,1103330.0,9.0,17.1,158194.0,18113.0,0
Own Home,8 years,0.0,475618.0,0.0,32.0,0.0,debt consolidation,Long Term,524832.0,744.0,1510880.0,10.0,13.9,595118.0,18886.0,0
Rent,8 years,0.0,743336.0,0.0,0.0,0.0,debt consolidation,Short Term,437140.0,733.0,849452.0,16.0,13.2,298509.0,15148.0,0
Own Home,< 1 year,0.0,554598.0,0.0,0.0,0.0,debt consolidation,Short Term,219274.0,731.0,999975.9975561767,9.0,15.2,224637.0,6202.0,1
