Tax Liens,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Current Loan Amount,Credit Score,Annual Income,Number of Open Accounts,Years of Credit History,Current Credit Balance,Monthly Debt,Term_Long Term,Term_Short Term,Purpose_debt consolidation,Purpose_other,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Predicted_Class
0.0,224400.0,0.0,0.0,107756.0,737.0,1023682.0,9.0,17.0,62985.0,14417.0,0,1,1,0,1,0,0,0
0.0,1086844.0,0.0,0.0,326238.0,731.0,1091923.039136155,19.0,14.7,367954.0,8640.0,0,1,1,0,1,0,0,0
0.0,196064.0,0.0,0.0,119856.0,724.0,588487.0,8.0,16.3,107521.0,12652.0,0,1,1,0,1,0,0,0
0.0,144628.0,0.0,0.0,215776.0,731.0,1466635.9520103964,9.0,15.7,81054.0,30562.0,0,1,1,0,0,1,0,0
0.0,797962.0,0.0,0.0,222310.0,745.0,1343965.0,10.0,14.1,429343.0,19040.0,0,1,1,0,0,0,1,0
0.0,899492.0,0.0,0.0,225456.0,738.0,681492.0,15.0,17.0,226841.0,13119.0,0,1,1,0,1,0,0,0
0.0,198220.0,1.0,1.0,529826.0,683.0,1038217.0,10.0,11.5,136952.0,16009.0,1,0,1,0,0,0,1,1
0.0,1289706.0,0.0,0.0,309606.0,748.0,1238952.0,14.0,25.2,242820.0,14145.0,0,1,1,0,1,0,0,0
0.0,762960.0,0.0,0.0,401786.0,731.0,1474313.5743786031,12.0,12.0,417753.0,26721.0,1,0,1,0,1,0,0,0
0.0,475618.0,0.0,0.0,109626.0,689.0,1382155.0,10.0,17.7,208449.0,16009.0,0,1,0,1,0,1,0,0
0.0,1302994.0,0.0,0.0,605088.0,737.0,1170590.0,9.0,20.5,208449.0,39820.0,0,1,1,0,0,0,1,0
0.0,828014.0,0.0,0.0,261888.0,734.0,1319360.0,15.0,21.6,324653.0,15393.0,1,0,0,1,1,0,0,0
0.0,968396.0,0.0,0.0,783024.0,683.0,2028725.0,12.0,17.0,587119.0,13119.0,1,0,1,0,1,0,0,0
0.0,460614.0,0.0,0.0,322784.0,748.0,929195.0,7.0,26.0,277267.0,14325.0,0,1,1,0,1,0,0,0
0.0,193094.0,0.0,0.0,309606.0,708.0,834062.0,11.0,9.5,123234.0,15221.0,0,1,1,0,0,0,1,0
0.0,212850.0,0.0,0.0,309606.0,746.0,1435203.0,8.0,14.0,208449.0,16009.0,0,1,0,1,1,0,0,0
0.0,677732.0,0.0,0.0,398882.0,701.0,1148322.0,12.0,21.9,481137.0,19809.0,1,0,1,0,1,0,0,1
0.0,204446.0,0.0,0.0,94336.0,711.0,1170590.0,10.0,11.5,93936.0,4073.0,0,1,1,0,0,0,1,0
0.0,378444.0,0.0,0.0,291654.0,714.0,766384.0,9.0,24.6,134007.0,8813.0,0,1,1,0,0,1,0,0
0.0,612480.0,0.0,0.0,315524.0,727.0,875862.0,6.0,14.1,480301.0,10875.0,1,0,1,0,1,0,0,0
0.0,1401422.0,0.0,0.0,394746.0,746.0,1064798.0,12.0,18.9,521645.0,17835.0,1,0,1,0,1,0,0,0
0.0,607662.0,0.0,0.0,257554.0,7330.0,1539760.0,10.0,11.4,267121.0,25663.0,1,0,1,0,1,0,0,1
0.0,281402.0,0.0,0.0,354244.0,730.0,1541242.0,12.0,23.8,218481.0,28898.0,1,0,1,0,1,0,0,0
0.0,519574.0,0.0,0.0,438328.0,691.0,1514224.0,10.0,10.3,426284.0,32934.0,0,1,1,0,1,0,0,0
0.0,585442.0,0.0,0.0,77022.0,731.0,1309913.231831785,14.0,14.0,450490.0,17739.0,0,1,0,1,0,0,1,0
0.0,432190.0,0.0,0.0,434148.0,721.0,2062203.0,8.0,16.1,357960.0,23200.0,1,0,1,0,1,0,0,0
0.0,315150.0,0.0,0.0,268048.0,732.0,964535.0,8.0,20.5,177992.0,19371.0,0,1,1,0,1,0,0,0
0.0,922504.0,0.0,0.0,188342.0,731.0,1381857.4904351702,13.0,16.8,445360.0,20095.0,0,1,1,0,0,1,0,0
0.0,594484.0,0.0,0.0,264308.0,744.0,1483786.0,10.0,13.5,313709.0,7629.0,0,1,1,0,0,0,1,0
0.0,947672.0,0.0,0.0,449240.0,741.0,1163940.0,14.0,15.3,171874.0,13773.0,0,1,1,0,1,0,0,0
0.0,475618.0,0.0,0.0,89056.0,603.0,642637.0,7.0,15.4,42807.0,11835.0,0,1,1,0,1,0,0,0
0.0,334796.0,0.0,0.0,97988.0,731.0,935116.409975665,10.0,13.5,208449.0,4604.0,0,1,1,0,0,0,1,0
0.0,360690.0,0.0,0.0,329934.0,674.0,702867.0,13.0,11.9,181602.0,17630.0,1,0,1,0,0,1,0,1
0.0,510466.0,0.0,0.0,431662.0,731.0,1313232.8804586006,11.0,17.0,357523.0,18318.0,0,1,1,0,0,1,0,0
0.0,792352.0,0.0,0.0,394812.0,693.0,1249478.0,19.0,20.9,465310.0,24677.0,1,0,1,0,1,0,0,1
0.0,444026.0,0.0,0.0,348546.0,731.0,1342682.2236729853,18.0,17.0,224333.0,21791.0,1,0,1,0,0,0,1,1
0.0,1034220.0,0.0,0.0,536030.0,738.0,1427375.0,14.0,29.1,227753.0,33662.0,1,0,0,1,1,0,0,0
0.0,816068.0,0.0,0.0,269126.0,706.0,1743174.0,14.0,22.6,654037.0,34863.0,0,1,1,0,0,0,1,0
0.0,518540.0,0.0,0.0,309606.0,587.0,1652791.0,9.0,10.9,437095.0,28097.0,1,0,1,0,0,0,1,0
4.0,125004.0,5.0,1.0,546700.0,703.0,1170590.0,10.0,18.6,208449.0,16009.0,0,1,1,0,0,0,1,1
0.0,589204.0,0.0,0.0,150810.0,739.0,1721438.0,11.0,14.5,118560.0,22522.0,0,1,1,0,1,0,0,0
0.0,892122.0,0.0,0.0,520080.0,715.0,1170590.0,13.0,11.4,505438.0,16009.0,0,1,0,1,0,0,1,0
0.0,508200.0,0.0,0.0,280544.0,718.0,1602783.0,15.0,16.3,411692.0,33792.0,1,0,0,1,1,0,0,0
0.0,533610.0,0.0,0.0,309606.0,748.0,1170590.0,14.0,10.0,208449.0,16009.0,0,1,0,1,0,1,0,0
0.0,370766.0,1.0,1.0,187132.0,731.0,1259402.676082151,9.0,23.2,118484.0,17412.0,0,1,1,0,1,0,0,0
0.0,366806.0,0.0,0.0,335610.0,722.0,966150.0,9.0,17.0,236949.0,27213.0,0,1,1,0,0,0,1,0
0.0,475618.0,0.0,0.0,495660.0,743.0,1313413.0,11.0,21.5,208449.0,6906.0,1,0,0,1,1,0,0,0
0.0,810392.0,0.0,0.0,611864.0,6910.0,1170590.0,9.0,17.0,498313.0,19848.0,1,0,1,0,1,0,0,1
0.0,232210.0,0.0,0.0,399498.0,731.0,958629.1232438204,8.0,11.0,117515.0,8203.0,1,0,1,0,1,0,0,1
0.0,953810.0,0.0,0.0,515064.0,693.0,1257116.0,9.0,27.6,546972.0,24199.0,0,1,1,0,0,0,1,0
0.0,223762.0,0.0,0.0,393976.0,714.0,1426140.0,10.0,24.9,166782.0,5871.0,0,1,1,0,1,0,0,0
0.0,1470238.0,0.0,0.0,627154.0,730.0,1680930.0,11.0,28.8,493924.0,35440.0,1,0,1,0,1,0,0,0
0.0,700326.0,0.0,0.0,309606.0,733.0,1317194.0,13.0,22.2,308465.0,16575.0,0,1,0,1,1,0,0,0
0.0,405394.0,0.0,0.0,223938.0,731.0,1003780.1135077423,8.0,12.6,208449.0,8171.0,0,1,0,1,0,0,1,0
0.0,390984.0,0.0,0.0,218482.0,7030.0,625803.0,17.0,15.8,219488.0,11056.0,0,1,1,0,0,0,1,1
0.0,1622082.0,0.0,0.0,309606.0,750.0,2215590.0,12.0,25.5,263359.0,12961.0,0,1,1,0,1,0,0,0
0.0,170984.0,0.0,0.0,111078.0,731.0,956894.1469592525,8.0,11.7,93480.0,8250.0,0,1,1,0,0,0,1,0
0.0,364012.0,0.0,0.0,558470.0,731.0,1204238.8914231348,12.0,16.0,214092.0,16009.0,1,0,1,0,1,0,0,1
0.0,1501808.0,0.0,0.0,309606.0,743.0,1578558.0,10.0,31.0,31122.0,28283.0,0,1,1,0,0,1,0,0
0.0,833756.0,0.0,0.0,154022.0,741.0,855171.0,8.0,12.4,144020.0,7697.0,0,1,1,0,0,0,1,0
0.0,562584.0,0.0,0.0,161744.0,728.0,560652.0,19.0,15.0,233206.0,11213.0,0,1,1,0,1,0,0,0
0.0,475618.0,0.0,0.0,521290.0,743.0,1421732.0,19.0,19.2,304988.0,30449.0,1,0,0,1,1,0,0,0
0.0,475618.0,0.0,0.0,355058.0,659.0,766612.0,10.0,17.0,208449.0,15013.0,1,0,1,0,0,0,1,0
0.0,236324.0,0.0,0.0,245806.0,741.0,1155276.0,6.0,20.1,160227.0,18619.0,0,1,1,0,0,0,1,0
0.0,448778.0,0.0,0.0,440088.0,740.0,1710342.0,10.0,17.4,176738.0,10390.0,0,1,1,0,1,0,0,0
0.0,475618.0,0.0,0.0,195558.0,715.0,720632.0,10.0,15.5,208449.0,3849.0,0,1,1,0,0,0,1,0
0.0,475618.0,0.0,0.0,571494.0,693.0,1170590.0,12.0,28.0,208449.0,16009.0,1,0,1,0,1,0,0,1
0.0,1112144.0,0.0,0.0,768548.0,7230.0,2086029.0,13.0,17.0,702126.0,16009.0,1,0,1,0,1,0,0,1
0.0,408650.0,0.0,0.0,309606.0,744.0,1488840.0,10.0,19.6,152817.0,3933.0,0,1,1,0,1,0,0,0
0.0,788458.0,0.0,0.0,309606.0,675.0,1674774.0,10.0,14.0,512069.0,29867.0,1,0,1,0,1,0,0,0
0.0,599984.0,0.0,0.0,189464.0,746.0,1222536.0,11.0,16.3,161139.0,13631.0,0,1,1,0,0,1,0,0
0.0,223674.0,1.0,1.0,181676.0,708.0,1834602.0,8.0,14.3,147972.0,22627.0,0,1,0,1,1,0,0,0
0.0,1123914.0,0.0,0.0,779328.0,693.0,2344125.0,10.0,31.0,208449.0,16009.0,1,0,1,0,1,0,0,0
0.0,475618.0,0.0,0.0,323598.0,7440.0,2794710.0,10.0,22.7,208449.0,33071.0,0,1,1,0,0,0,1,1
0.0,269610.0,0.0,0.0,309606.0,726.0,1050339.0,10.0,28.9,67526.0,13742.0,0,1,1,0,0,0,1,0
1.0,484572.0,1.0,0.0,328680.0,731.0,1212672.2229833887,10.0,24.5,323494.0,11322.0,0,1,1,0,0,0,1,0
0.0,633248.0,0.0,0.0,652740.0,732.0,2123383.0,6.0,15.2,330866.0,21942.0,0,1,1,0,0,0,1,0
0.0,435292.0,0.0,0.0,309606.0,733.0,788747.0,14.0,16.0,103759.0,17681.0,0,1,0,1,1,0,0,0
0.0,266684.0,0.0,0.0,317438.0,726.0,1484964.0,10.0,17.0,180576.0,24502.0,0,1,1,0,0,0,1,0
0.0,475618.0,0.0,0.0,86482.0,676.0,704843.0,10.0,17.0,46721.0,6344.0,0,1,0,1,0,0,1,0
0.0,591580.0,0.0,0.0,349756.0,6840.0,1139886.0,8.0,26.5,435309.0,18238.0,1,0,1,0,0,0,1,1
0.0,711150.0,0.0,0.0,309606.0,710.0,1390154.0,16.0,22.5,371583.0,24096.0,0,1,1,0,0,0,1,0
0.0,475618.0,0.0,0.0,309606.0,720.0,1170590.0,10.0,13.4,35681.99999999997,16009.0,0,1,0,1,0,0,1,0
0.0,1215324.0,0.0,0.0,246356.0,747.0,1063810.0,16.0,19.5,292847.0,16135.0,0,1,1,0,1,0,0,0
0.0,710842.0,1.0,1.0,132374.0,731.0,1169682.8566965093,15.0,17.0,96995.0,15915.0,0,1,1,0,1,0,0,0
0.0,309936.0,0.0,0.0,123442.0,693.0,1170590.0,9.0,18.6,167827.0,8335.0,0,1,0,1,0,0,1,0
0.0,943932.0,0.0,0.0,309606.0,742.0,1036488.0,8.0,18.1,379886.0,22198.0,1,0,1,0,1,0,0,0
0.0,476630.0,0.0,0.0,557326.0,725.0,1732743.0,18.0,11.4,207461.0,22092.0,0,1,0,1,0,0,1,0
0.0,419496.0,0.0,0.0,377300.0,685.0,906224.0,11.0,27.3,188404.0,18049.0,0,1,1,0,0,0,1,0
0.0,203214.0,0.0,0.0,309606.0,732.0,1170590.0,10.0,17.0,208449.0,16009.0,0,1,0,1,0,0,1,0
0.0,510356.0,1.0,1.0,267454.0,719.0,1174181.0,13.0,17.0,332329.0,20548.0,1,0,1,0,1,0,0,0
0.0,160534.0,1.0,1.0,309606.0,723.0,786828.0,10.0,22.8,33554.0,7475.0,0,1,1,0,0,0,1,0
0.0,120824.0,0.0,0.0,309606.0,7130.0,579690.0,6.0,14.7,65740.0,11401.0,0,1,1,0,1,0,0,1
0.0,212476.0,1.0,1.0,325446.0,742.0,1180489.0,10.0,28.0,94677.0,17117.0,0,1,1,0,1,0,0,0
0.0,629354.0,0.0,0.0,346302.0,724.0,1214993.0,11.0,15.0,236436.0,20756.0,0,1,1,0,0,0,1,0
0.0,225412.0,0.0,0.0,267696.0,731.0,1133183.4364646391,14.0,12.2,167618.0,14923.0,0,1,1,0,0,0,1,0
0.0,434500.0,0.0,0.0,174922.0,729.0,896990.0,15.0,26.5,78432.0,20706.0,0,1,1,0,0,1,0,0
0.0,668778.0,0.0,0.0,431376.0,747.0,875501.0,17.0,19.0,354046.0,19918.0,0,1,1,0,0,0,1,0
0.0,261096.0,0.0,0.0,406934.0,6130.0,896135.0,12.0,22.7,55252.0,9036.0,1,0,0,1,1,0,0,1
0.0,256322.0,0.0,0.0,200486.0,731.0,959117.1605518106,10.0,17.0,134824.0,5584.0,0,1,1,0,1,0,0,0
0.0,942964.0,0.0,0.0,459316.0,731.0,1434517.5809186422,14.0,16.0,626259.0,19834.0,0,1,1,0,0,1,0,0
0.0,161502.0,1.0,1.0,109076.0,748.0,1997090.0,8.0,19.9,88844.0,8438.0,0,1,1,0,0,0,1,0
0.0,404492.0,0.0,0.0,239338.0,743.0,892582.0,12.0,17.2,187587.0,10190.0,0,1,1,0,1,0,0,0
0.0,299024.0,0.0,0.0,104016.0,731.0,960224.7251545087,7.0,17.0,180519.0,4922.0,0,1,1,0,0,1,0,0
0.0,785686.0,0.0,0.0,244618.0,731.0,1162774.5467091838,9.0,15.6,508896.0,9392.0,0,1,1,0,0,0,1,0
1.0,919710.0,1.0,0.0,456896.0,746.0,1302868.0,11.0,25.0,347909.0,14006.0,0,1,1,0,1,0,0,0
0.0,616836.0,0.0,0.0,292820.0,731.0,1163489.3471234848,11.0,15.9,398487.0,11111.0,1,0,1,0,1,0,0,1
0.0,313280.0,0.0,0.0,170082.0,725.0,1170590.0,11.0,13.2,198322.0,8600.0,0,1,0,1,0,0,1,0
0.0,957110.0,0.0,0.0,466202.0,750.0,1170590.0,12.0,24.5,357922.0,26363.0,0,1,1,0,1,0,0,0
0.0,475618.0,0.0,0.0,309606.0,748.0,1190198.0,11.0,31.6,490922.0,18448.0,0,1,1,0,1,0,0,0
0.0,526086.0,0.0,0.0,326238.0,748.0,845253.0,7.0,14.0,303506.0,18314.0,0,1,1,0,0,1,0,0
0.0,475618.0,0.0,0.0,505208.0,713.0,994251.0,11.0,15.6,42978.0,17234.0,1,0,1,0,1,0,0,1
0.0,570130.0,0.0,0.0,453398.0,692.0,1025563.0,12.0,16.0,335806.0,18802.0,1,0,1,0,0,0,1,1
0.0,950334.0,0.0,0.0,544830.0,715.0,2032715.0,10.0,17.0,470288.0,16009.0,0,1,1,0,1,0,0,0
0.0,656194.0,0.0,0.0,325380.0,739.0,1124040.0,10.0,14.1,40812.0,16009.0,0,1,0,1,0,0,1,0
0.0,874236.0,0.0,0.0,208714.0,742.0,1138404.0,9.0,10.9,557213.0,19163.0,0,1,1,0,0,0,1,0
0.0,128920.0,0.0,0.0,327294.0,731.0,1535371.9143100013,8.0,13.4,92739.0,34466.0,0,1,1,0,1,0,0,0
0.0,182644.0,0.0,0.0,429528.0,747.0,1539475.0,10.0,17.5,62624.0,16009.0,0,1,0,1,0,0,1,0
0.0,475618.0,1.0,1.0,309606.0,743.0,935180.0,10.0,13.0,45600.0,9118.0,0,1,1,0,0,1,0,0
0.0,675356.0,0.0,0.0,649088.0,652.0,1155846.0,19.0,22.8,424612.0,29281.0,1,0,1,0,0,0,1,1
0.0,278608.0,0.0,0.0,397870.0,739.0,859028.0,18.0,10.0,198512.0,6113.0,0,1,1,0,0,1,0,0
0.0,230186.0,0.0,0.0,458128.0,731.0,1418963.1914538098,9.0,14.3,208449.0,26777.0,1,0,1,0,1,0,0,0
0.0,391974.0,0.0,0.0,111408.0,741.0,1597026.0,10.0,12.4,307382.0,25153.0,0,1,1,0,0,0,1,0
0.0,646404.0,0.0,0.0,430628.0,750.0,1208704.0,8.0,9.1,182001.0,15713.0,0,1,1,0,0,1,0,0
0.0,741884.0,0.0,0.0,309606.0,747.0,2078714.0,14.0,22.7,397879.0,27370.0,0,1,1,0,0,0,1,0
0.0,475618.0,0.0,0.0,222090.0,701.0,786410.0,8.0,25.7,56810.0,5413.0,0,1,0,1,0,0,1,0
0.0,556886.0,0.0,0.0,347908.0,740.0,845082.0,8.0,15.4,186124.0,9014.0,1,0,1,0,1,0,0,0
0.0,540650.0,0.0,0.0,224576.0,731.0,810521.0,13.0,26.5,352526.0,18169.0,0,1,1,0,0,0,1,0
0.0,320628.0,0.0,0.0,152614.0,6920.0,753160.0,13.0,9.1,252529.0,12364.0,0,1,1,0,0,0,1,1
0.0,775962.0,0.0,0.0,222354.0,7400.0,1038521.0,10.0,14.8,79078.0,21376.0,0,1,0,1,0,0,1,1
0.0,744084.0,0.0,0.0,309606.0,740.0,1330798.0,12.0,10.5,259616.0,18077.0,0,1,1,0,1,0,0,0
0.0,256608.0,0.0,0.0,157894.0,706.0,946960.0,13.0,15.0,149815.0,10653.0,0,1,0,1,0,0,1,0
0.0,1228128.0,0.0,0.0,310398.0,718.0,1072303.0,19.0,19.8,191976.0,23054.0,1,0,1,0,1,0,0,0
0.0,894982.0,0.0,0.0,218702.0,731.0,1369362.0250031538,10.0,17.0,654683.0,16009.0,0,1,1,0,0,0,1,0
0.0,511940.0,0.0,0.0,217316.0,7370.0,609976.0,12.0,9.4,107882.0,10725.0,0,1,1,0,0,0,1,1
0.0,231440.0,0.0,0.0,309606.0,732.0,1494464.0,9.0,17.0,83144.0,4944.0,0,1,1,0,0,0,1,0
0.0,460174.0,0.0,0.0,225654.0,737.0,1439972.0,10.0,12.8,316749.0,16009.0,0,1,1,0,0,0,1,0
0.0,397914.0,0.0,0.0,85888.0,714.0,1170590.0,12.0,17.0,149492.0,5634.0,0,1,0,1,0,0,1,0
0.0,326700.0,0.0,0.0,114620.0,725.0,869193.0,6.0,17.0,78432.0,11155.0,0,1,1,0,1,0,0,0
0.0,520124.0,0.0,0.0,202818.0,749.0,1222422.0,11.0,25.5,160816.0,13345.0,0,1,1,0,1,0,0,0
0.0,833998.0,0.0,0.0,559416.0,731.0,959556.1369213482,13.0,10.400000000000002,208886.0,6888.0,0,1,0,1,0,1,0,0
0.0,326788.0,0.0,0.0,366344.0,731.0,1200416.4793646438,6.0,19.9,61237.0,16946.0,0,1,1,0,1,0,0,0
0.0,1375374.0,0.0,0.0,672606.0,731.0,1648177.2517184885,13.0,15.2,491758.0,32312.0,1,0,1,0,1,0,0,1
0.0,752840.0,0.0,0.0,353540.0,7020.0,992351.0,14.0,12.7,308180.0,18937.0,1,0,1,0,0,0,1,1
0.0,210342.0,2.0,0.0,292248.0,731.0,1265001.7621156625,6.0,14.8,64315.0,21870.0,0,1,0,1,1,0,0,0
0.0,1252944.0,0.0,0.0,366806.0,746.0,2386571.0,15.0,30.799999999999997,503177.0,16009.0,0,1,0,1,1,0,0,0
0.0,164274.0,0.0,0.0,309606.0,733.0,718694.0,7.0,11.7,89091.0,10780.0,0,1,0,1,0,0,1,0
0.0,1577840.0,0.0,0.0,387112.0,745.0,1162325.0,10.0,25.5,669085.0,23634.0,0,1,1,0,1,0,0,0
2.0,1346532.0,2.0,0.0,225104.0,736.0,2023785.0,7.0,17.3,605872.0,27321.0,0,1,0,1,1,0,0,0
0.0,539330.0,0.0,0.0,368808.0,745.0,1124154.0,11.0,17.0,143925.0,17424.0,0,1,1,0,1,0,0,0
0.0,754006.0,0.0,0.0,360756.0,731.0,1319582.8364471975,15.0,17.0,169309.0,21676.0,1,0,1,0,1,0,0,1
0.0,568986.0,0.0,0.0,309606.0,746.0,1120620.0,11.0,9.3,195073.0,6985.0,0,1,1,0,1,0,0,0
1.0,385682.0,3.0,2.0,198286.0,731.0,1079207.9011100552,11.0,22.0,186865.0,8345.0,0,1,1,0,0,0,1,0
0.0,1145584.0,0.0,0.0,309606.0,739.0,1647794.0,14.0,16.5,468958.0,38036.0,0,1,1,0,0,0,1,0
0.0,236038.0,0.0,0.0,220704.0,6650.0,991154.0,9.0,21.0,193040.0,6153.0,1,0,0,1,0,0,1,1
0.0,364870.0,0.0,0.0,309606.0,731.0,1246936.9082303988,8.0,15.8,293702.0,16808.0,0,1,1,0,0,0,1,0
0.0,161832.0,0.0,0.0,173206.0,731.0,1118787.9299154638,10.0,22.1,208449.0,9801.0,0,1,0,1,1,0,0,0
0.0,647130.0,0.0,0.0,261470.0,737.0,1430130.0,8.0,17.6,491815.0,19784.0,0,1,1,0,1,0,0,0
0.0,1258664.0,0.0,0.0,444972.0,6550.0,1325820.0,16.0,23.4,259806.0,13700.0,1,0,0,1,1,0,0,1
0.0,527142.0,0.0,0.0,405614.0,739.0,1167702.0,11.0,16.6,216714.0,20337.0,0,1,1,0,1,0,0,0
0.0,483890.0,0.0,0.0,542322.0,731.0,1411212.3808730422,12.0,14.7,289598.0,24871.0,0,1,0,1,0,1,0,0
0.0,277222.0,0.0,0.0,309606.0,731.0,937695.9791788643,7.0,15.9,146528.0,4866.0,0,1,1,0,0,0,1,0
0.0,688292.0,0.0,0.0,435468.0,724.0,1410332.0,7.0,24.4,543305.0,13986.0,0,1,1,0,0,0,1,0
0.0,242330.0,0.0,0.0,216260.0,731.0,972096.5746535828,7.0,12.0,139384.0,8093.0,0,1,1,0,0,0,1,0
0.0,193908.0,1.0,1.0,309606.0,747.0,884602.0,6.0,25.1,83390.99999999997,4519.0,0,1,0,1,1,0,0,0
0.0,197406.0,0.0,0.0,355102.0,696.0,1533376.0,11.0,14.9,126330.99999999999,23129.0,1,0,1,0,1,0,0,0
0.0,346236.0,0.0,0.0,542872.0,6670.0,1692900.0,17.0,15.0,213788.0,17917.0,0,1,0,1,0,0,1,1
0.0,524062.0,0.0,0.0,280148.0,741.0,744420.0,10.0,12.2,213636.0,4764.0,0,1,1,0,0,1,0,0
0.0,1224036.0,0.0,0.0,434280.0,672.0,1170590.0,17.0,27.5,208449.0,16009.0,1,0,1,0,1,0,0,0
0.0,375474.0,0.0,0.0,100980.0,704.0,1059649.0,13.0,11.5,178030.0,14305.0,0,1,1,0,0,0,1,0
0.0,918786.0,0.0,0.0,536580.0,748.0,1946322.0,9.0,17.0,582407.0,24167.0,0,1,1,0,1,0,0,0
0.0,242902.0,1.0,1.0,309606.0,729.0,582825.0,9.0,19.0,150404.0,6557.0,0,1,1,0,1,0,0,0
0.0,1052612.0,0.0,0.0,429924.0,747.0,1856490.0,12.0,17.0,299991.0,14202.0,0,1,1,0,0,0,1,0
0.0,433730.0,0.0,0.0,134750.0,727.0,562514.0,10.0,28.6,304912.0,8016.0,0,1,1,0,1,0,0,0
0.0,147290.0,0.0,0.0,148918.0,7400.0,664411.0,10.0,12.1,119814.0,14894.0,0,1,1,0,0,1,0,1
0.0,263758.0,0.0,0.0,360624.0,662.0,1167930.0,6.0,23.0,95665.0,14404.0,1,0,1,0,0,0,1,0
0.0,192434.0,0.0,0.0,129778.0,731.0,1228347.7855294938,11.0,17.0,127300.0,18196.0,0,1,1,0,0,0,1,0
0.0,162074.0,0.0,0.0,219054.0,731.0,1057281.6382337688,8.0,17.0,76855.00000000003,11134.0,0,1,0,1,1,0,0,0
0.0,822558.0,0.0,0.0,309606.0,734.0,1390515.0,9.0,17.0,264974.0,7972.0,1,0,1,0,1,0,0,0
0.0,188496.0,0.0,0.0,216656.0,731.0,1099459.075496038,6.0,18.8,132183.0,11507.0,0,1,1,0,0,0,1,0
0.0,475618.0,0.0,0.0,300630.0,748.0,1650587.0,17.0,25.3,453777.0,36368.0,0,1,0,1,1,0,0,0
0.0,1062072.0,0.0,0.0,401456.0,747.0,1705478.0,11.0,11.2,95399.0,22313.0,0,1,1,0,0,0,1,0
0.0,357962.0,0.0,0.0,268620.0,728.0,811965.0,11.0,17.8,69559.0,12044.0,1,0,1,0,1,0,0,0
0.0,314556.0,1.0,1.0,158774.0,731.0,1127835.4937939127,17.0,22.3,63574.0,12443.0,0,1,1,0,1,0,0,0
0.0,726550.0,0.0,0.0,561946.0,731.0,1578606.422594749,12.0,24.7,323152.0,28213.0,0,1,1,0,0,0,1,0
0.0,145288.0,0.0,0.0,111848.0,7290.0,830642.0,9.0,17.0,84569.0,21528.0,0,1,0,1,0,1,0,1
0.0,475618.0,0.0,0.0,170698.0,741.0,2663192.0,12.0,16.7,208449.0,16009.0,0,1,1,0,0,0,1,0
0.0,500676.0,0.0,0.0,710204.0,715.0,2226971.0,9.0,22.1,191995.0,20043.0,1,0,0,1,1,0,0,0
1.0,180004.0,1.0,0.0,364276.0,721.0,786505.0,9.0,13.5,56582.0,11011.0,1,0,1,0,1,0,0,1
0.0,979616.0,0.0,0.0,449856.0,617.0,1456920.0,8.0,16.1,558372.0,10429.0,1,0,0,1,0,0,1,1
0.0,639166.0,0.0,0.0,383218.0,748.0,988456.0,14.0,15.7,352184.0,22405.0,0,1,1,0,0,0,1,0
0.0,871090.0,0.0,0.0,629926.0,748.0,2622969.0,8.0,15.0,594320.0,16009.0,0,1,1,0,0,0,1,0
0.0,374836.0,0.0,0.0,175252.0,738.0,662207.0,8.0,18.3,200697.0,10430.0,0,1,1,0,0,0,1,0
0.0,499224.0,0.0,0.0,605902.0,722.0,1868840.0,13.0,19.4,277229.0,34729.0,1,0,1,0,0,1,0,1
0.0,831820.0,0.0,0.0,766150.0,731.0,931957.6805714747,17.0,13.9,208449.0,4198.0,0,1,0,1,0,0,1,0
0.0,775984.0,0.0,0.0,309606.0,731.0,927485.0,17.0,13.3,239913.0,8347.0,1,0,1,0,1,0,0,0
0.0,373252.0,0.0,0.0,311168.0,717.0,959785.0,7.0,25.1,208449.0,9838.0,1,0,0,1,0,0,1,0
0.0,279246.0,0.0,0.0,257708.0,724.0,1724953.0,15.0,14.8,196061.0,25012.0,0,1,1,0,1,0,0,0
0.0,437228.0,1.0,1.0,674982.0,681.0,1263044.0,10.0,13.3,47956.0,5210.0,1,0,0,1,1,0,0,0
0.0,475618.0,0.0,0.0,309606.0,751.0,1388254.0,12.0,20.5,208449.0,26053.0,0,1,1,0,1,0,0,0
0.0,363946.0,0.0,0.0,242792.0,746.0,1372522.0,9.0,13.5,220020.0,16356.0,0,1,1,0,0,0,1,0
0.0,593296.0,0.0,0.0,344784.0,723.0,1237603.0,12.0,22.0,170620.0,23824.0,1,0,1,0,1,0,0,1
0.0,219494.0,0.0,0.0,109758.0,734.0,947815.0,6.0,15.5,92891.0,13190.0,0,1,1,0,1,0,0,0
0.0,222574.0,0.0,0.0,309606.0,748.0,1170590.0,6.0,11.0,208449.0,16009.0,0,1,0,1,0,0,1,0
0.0,894146.0,1.0,1.0,112530.0,739.0,621927.0,13.0,24.0,69502.0,8552.0,0,1,1,0,0,0,1,0
0.0,147356.0,1.0,1.0,302390.0,731.0,1377653.7579156915,8.0,20.2,61731.0,25022.0,0,1,1,0,1,0,0,0
0.0,527318.0,0.0,0.0,558470.0,694.0,1543408.0,10.0,17.0,331075.0,15691.0,1,0,1,0,1,0,0,0
