Home Ownership,Years in current job,Tax Liens,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Credit Score,Annual Income,Number of Open Accounts,Years of Credit History,Current Credit Balance,Monthly Debt,Credit Default
Home Mortgage,4 years,0.0,540870.0,1.0,33.0,1.0,debt consolidation,Long Term,404316.0,663.0,1474324.0,14.0,16.9,147611.0,28012.0,0
Home Mortgage,10+ years,0.0,513524.0,0.0,23.0,0.0,debt consolidation,Short Term,438900.0,743.0,1535162.0,10.0,25.5,283404.0,15863.0,0
Home Mortgage,10+ years,0.0,901516.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,748.0,1119024.0,8.0,21.5,478819.0,11190.0,0
Rent,10+ years,0.0,362934.0,0.0,0.0,0.0,debt consolidation,Short Term,318582.0,741.0,1280125.0,8.0,13.3,204991.0,16428.0,1
Rent,2 years,0.0,411356.0,0.0,29.0,0.0,debt consolidation,Short Term,157520.0,731.0,1206699.344658531,10.0,19.8,81358.00000000003,16009.0,0
Rent,6 years,0.0,465432.0,0.0,49.0,0.0,debt consolidation,Short Term,342980.0,731.0,1388296.4195824012,19.0,10.0,202996.0,27986.0,1
Rent,1 year,0.0,331276.0,0.0,0.0,0.0,debt consolidation,Short Term,138666.0,725.0,654892.0,9.0,10.2,135033.0,13043.0,0
Home Mortgage,10+ years,0.0,475618.0,0.0,11.0,0.0,debt consolidation,Short Term,106260.0,731.0,971648.0401572532,6.0,17.0,208449.0,4753.0,1
Rent,5 years,0.0,608652.0,0.0,0.0,0.0,debt consolidation,Short Term,122936.0,731.0,1095524.7463098085,13.0,18.0,221825.0,10806.0,1
Home Mortgage,< 1 year,0.0,403458.0,1.0,19.0,1.0,debt consolidation,Short Term,173536.0,737.0,955434.0,14.0,11.6,115691.0,12819.0,0
Home Mortgage,6 years,0.0,1111506.0,0.0,0.0,0.0,debt consolidation,Long Term,136906.0,737.0,685596.0,13.0,23.0,356136.0,16009.0,0
Rent,10+ years,0.0,417758.0,0.0,0.0,0.0,debt consolidation,Short Term,222178.0,746.0,1343167.0,15.0,10.5,291156.0,16230.0,1
Home Mortgage,10+ years,0.0,1170180.0,0.0,0.0,0.0,debt consolidation,Short Term,343200.0,724.0,685425.0,13.0,20.6,373920.0,15479.0,0
Home Mortgage,10+ years,0.0,123046.0,0.0,0.0,0.0,debt consolidation,Long Term,219692.0,731.0,1045674.9870494668,7.0,12.8,66101.0,11313.0,1
Rent,4 years,0.0,575388.0,0.0,41.0,0.0,debt consolidation,Short Term,176946.0,731.0,1216855.7347612954,10.0,18.5,412965.0,13463.0,0
Home Mortgage,10+ years,0.0,520630.0,0.0,19.0,0.0,debt consolidation,Long Term,311410.0,731.0,1239667.1252777306,14.0,19.0,403313.0,15017.0,1
Home Mortgage,10+ years,0.0,343244.0,0.0,0.0,0.0,home improvements,Long Term,262526.0,725.0,1719310.0,9.0,16.8,168378.0,12293.0,0
Rent,4 years,0.0,489214.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,734.0,765852.0,12.0,17.0,208449.0,16009.0,0
Rent,< 1 year,0.0,299618.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,745.0,2029124.0,10.0,17.0,122664.0,3821.0,0
Rent,7 years,0.0,163196.0,0.0,48.0,0.0,debt consolidation,Short Term,220484.0,729.0,1294850.0,9.0,13.0,127414.0,19315.0,0
Rent,< 1 year,0.0,204732.0,0.0,0.0,0.0,other,Short Term,309606.0,737.0,1170590.0,10.0,9.9,68951.0,4790.0,1
Own Home,6 years,0.0,917070.0,0.0,24.0,0.0,debt consolidation,Short Term,111056.0,743.0,1630504.0,9.0,18.0,71288.0,5761.0,0
Home Mortgage,10+ years,0.0,163240.0,0.0,24.0,0.0,debt consolidation,Short Term,217030.0,746.0,1170590.0,9.0,18.7,50749.0,8246.0,0
Rent,7 years,0.0,468006.0,0.0,0.0,0.0,debt consolidation,Long Term,309606.0,705.0,1032004.0,10.0,20.0,354065.0,20124.0,0
Home Mortgage,10+ years,0.0,646910.0,0.0,0.0,0.0,other,Short Term,309606.0,740.0,1677510.0,8.0,18.5,230185.0,27889.0,0
Rent,4 years,0.0,475618.0,0.0,40.0,0.0,buy a car,Long Term,92422.0,6990.0,1235247.0,6.0,12.3,208449.0,4756.0,1
Home Mortgage,5 years,0.0,1067924.0,0.0,72.0,0.0,home improvements,Long Term,175802.0,731.0,1022986.6452174205,12.0,14.8,336623.0,7481.0,1
Rent,3 years,0.0,430760.0,0.0,31.0,0.0,debt consolidation,Short Term,178464.0,701.0,2080728.0,13.0,21.7,312132.0,27917.0,1
Rent,8 years,1.0,475618.0,1.0,56.0,0.0,debt consolidation,Long Term,535678.0,653.0,1521520.0,10.0,18.1,208449.0,16009.0,1
Rent,10+ years,0.0,277398.0,1.0,0.0,1.0,debt consolidation,Short Term,225390.0,741.0,681302.0,6.0,18.1,174876.0,14477.0,0
Rent,4 years,0.0,535788.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,747.0,851409.0,10.0,11.0,128630.0,13410.0,0
Rent,1 year,0.0,868538.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,748.0,929575.0,17.0,14.5,182267.0,17817.0,0
Home Mortgage,4 years,0.0,307714.0,0.0,21.0,0.0,debt consolidation,Short Term,323400.0,7340.0,904343.0,8.0,20.4,159448.0,19895.0,1
Home Mortgage,10+ years,0.0,176022.0,0.0,50.0,0.0,major purchase,Short Term,171908.0,734.0,1262018.0,8.0,20.0,69939.0,11043.0,0
Rent,3 years,0.0,323312.0,0.0,0.0,0.0,debt consolidation,Short Term,318582.0,717.0,1499936.0,11.0,13.3,143241.0,16009.0,0
Rent,3 years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,741.0,1170590.0,10.0,20.0,35340.0,9266.0,0
Rent,10+ years,0.0,118976.0,0.0,30.0,0.0,debt consolidation,Long Term,415624.0,705.0,858876.0,10.0,14.3,71098.0,16390.0,1
Own Home,4 years,0.0,407506.0,0.0,0.0,0.0,debt consolidation,Short Term,315986.0,694.0,889561.0,16.0,19.1,222072.0,23648.0,0
Rent,10+ years,0.0,331254.0,0.0,0.0,0.0,other,Long Term,353474.0,735.0,763192.0,10.0,12.4,137598.0,9222.0,0
Home Mortgage,10+ years,0.0,331958.0,0.0,9.0,0.0,debt consolidation,Short Term,759682.0,699.0,1818300.0,9.0,17.0,266057.0,33336.0,0
Home Mortgage,< 1 year,0.0,275902.0,0.0,0.0,0.0,debt consolidation,Short Term,177848.0,733.0,595194.0,12.0,10.8,126996.0,8729.0,0
Rent,2 years,0.0,314050.0,1.0,0.0,1.0,debt consolidation,Short Term,230274.0,732.0,598937.0,10.0,17.0,168967.0,11080.0,1
Home Mortgage,10+ years,0.0,374594.0,0.0,19.0,0.0,debt consolidation,Short Term,451880.0,744.0,1393802.0,15.0,15.0,180842.0,27643.0,0
Home Mortgage,10+ years,0.0,649000.0,0.0,0.0,0.0,major purchase,Short Term,309606.0,731.0,1165885.268631927,10.0,16.9,84075.0,15309.0,0
Home Mortgage,10+ years,0.0,475618.0,0.0,32.0,0.0,debt consolidation,Short Term,161238.0,702.0,1817977.0,10.0,10.7,35340.0,17725.0,0
Rent,4 years,0.0,719246.0,0.0,0.0,0.0,debt consolidation,Short Term,450560.0,734.0,1984512.0,12.0,15.2,332329.0,11543.0,1
Rent,10+ years,0.0,372196.0,0.0,8.0,0.0,debt consolidation,Long Term,535084.0,678.0,1501855.0,8.0,14.7,132430.0,28285.0,0
Home Mortgage,7 years,0.0,986436.0,0.0,50.0,0.0,debt consolidation,Long Term,759220.0,693.0,1723528.0,13.0,15.7,222357.0,28582.0,1
Rent,3 years,0.0,947430.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,740.0,994213.0,12.0,14.8,569487.0,19222.0,0
Rent,< 1 year,0.0,473902.0,0.0,0.0,0.0,other,Short Term,309606.0,738.0,813637.0,9.0,9.9,83486.0,9282.0,0
Home Mortgage,2 years,0.0,1403688.0,0.0,31.0,0.0,debt consolidation,Short Term,548856.0,748.0,1573694.0,11.0,27.2,587954.9999999999,11318.0,0
Rent,2 years,0.0,893948.0,0.0,0.0,0.0,debt consolidation,Short Term,549186.0,686.0,2048922.0,12.0,16.8,683259.0,26807.0,1
Home Mortgage,2 years,1.0,322674.0,1.0,52.0,0.0,debt consolidation,Short Term,110528.0,731.0,1292809.7372729466,18.0,23.2,78299.0,19797.0,1
Home Mortgage,10+ years,0.0,475618.0,0.0,33.0,0.0,debt consolidation,Short Term,336248.0,748.0,963547.0,11.0,30.0,208449.0,21086.0,1
Home Mortgage,10+ years,0.0,1575640.0,0.0,0.0,0.0,debt consolidation,Short Term,442992.0,731.0,1123279.8354296614,8.0,14.7,559284.0,8951.0,0
Home Mortgage,10+ years,0.0,1155924.0,0.0,35.0,0.0,debt consolidation,Short Term,309430.0,742.0,1418768.0,11.0,23.3,618944.0,16907.0,0
Home Mortgage,10+ years,0.0,404646.0,0.0,0.0,0.0,debt consolidation,Short Term,183788.0,734.0,944775.0,9.0,10.0,273980.0,7613.0,0
Home Mortgage,6 years,0.0,475618.0,0.0,12.0,0.0,debt consolidation,Short Term,309606.0,742.0,2135182.0,10.0,22.1,208449.0,16009.0,0
Rent,< 1 year,0.0,336270.0,0.0,69.0,0.0,debt consolidation,Short Term,309606.0,742.0,987012.0,15.0,11.7,94962.0,14476.0,0
Rent,1 year,0.0,204754.0,0.0,0.0,0.0,debt consolidation,Short Term,215446.0,730.0,679003.0,8.0,17.0,143070.0,14768.0,0
Home Mortgage,5 years,0.0,325490.0,0.0,0.0,0.0,debt consolidation,Long Term,223322.0,724.0,1350083.0,10.0,12.2,168663.0,15076.0,0
Home Mortgage,4 years,0.0,326436.0,0.0,23.0,0.0,business loan,Short Term,331672.0,713.0,811490.0,6.0,15.1,157320.0,7709.0,0
Home Mortgage,10+ years,0.0,246224.0,0.0,0.0,0.0,debt consolidation,Short Term,191774.0,7310.0,1035177.0,6.0,13.2,188195.0,7229.0,1
Rent,6 years,0.0,262416.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,686.0,825664.0,10.0,17.0,146414.0,22086.0,0
Home Mortgage,< 1 year,0.0,256410.0,0.0,40.0,0.0,debt consolidation,Long Term,429638.0,710.0,929955.0,6.0,17.0,175826.0,8370.0,0
Rent,7 years,0.0,642796.0,0.0,0.0,0.0,debt consolidation,Long Term,757614.0,6450.0,1869410.0,10.0,17.3,527383.0,19473.0,1
Home Mortgage,10+ years,0.0,814462.0,0.0,0.0,0.0,debt consolidation,Long Term,255838.0,739.0,902614.0,15.0,15.7,123101.0,23618.0,0
Home Mortgage,9 years,0.0,322828.0,0.0,22.0,0.0,debt consolidation,Long Term,309606.0,663.0,1092082.0,10.0,21.7,180671.0,32034.0,0
Rent,10+ years,0.0,811800.0,0.0,0.0,0.0,debt consolidation,Short Term,223564.0,731.0,1540311.4514051906,9.0,16.3,617671.0,26259.0,0
Rent,10+ years,0.0,878196.0,0.0,0.0,0.0,debt consolidation,Long Term,266134.0,731.0,1460116.818410559,9.0,15.8,618887.0,22905.0,0
Home Mortgage,6 years,0.0,1081762.0,0.0,0.0,0.0,debt consolidation,Short Term,431244.0,731.0,1396017.896063979,9.0,17.2,639958.0,19312.0,0
Home Mortgage,2 years,0.0,791604.0,1.0,0.0,1.0,debt consolidation,Short Term,135256.0,736.0,876033.0,10.0,17.0,110067.0,19273.0,0
Home Mortgage,2 years,0.0,1032988.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,746.0,1426007.0,8.0,21.5,572736.0,14498.0,0
Home Mortgage,4 years,0.0,178112.0,0.0,11.0,0.0,debt consolidation,Short Term,217228.0,708.0,2626484.0,8.0,16.7,113050.0,27797.0,0
Home Mortgage,10+ years,0.0,1685794.0,0.0,8.0,0.0,debt consolidation,Long Term,768922.0,707.0,2276808.0,19.0,17.0,267881.0,13889.0,0
Home Mortgage,3 years,0.0,411312.0,0.0,0.0,0.0,debt consolidation,Long Term,295130.0,717.0,675849.0,6.0,15.6,237994.0,15544.0,0
Rent,4 years,0.0,419738.0,0.0,0.0,0.0,debt consolidation,Short Term,218658.0,712.0,849794.0,16.0,17.0,206625.0,10197.0,0
Rent,9 years,0.0,805222.0,0.0,12.0,0.0,debt consolidation,Short Term,536976.0,731.0,1491641.5516598898,13.0,18.5,510435.0,25030.0,1
Rent,4 years,0.0,189398.0,0.0,38.0,0.0,debt consolidation,Long Term,753522.0,667.0,1747772.0,13.0,24.8,161937.0,33499.0,1
Rent,5 years,0.0,227964.0,1.0,0.0,1.0,debt consolidation,Short Term,303006.0,721.0,1279745.0,10.0,13.1,103759.0,12371.0,0
Rent,4 years,0.0,292754.0,0.0,0.0,0.0,debt consolidation,Short Term,118756.0,739.0,749284.0,10.0,11.0,122626.0,9241.0,0
Have Mortgage,< 1 year,0.0,1108316.0,0.0,0.0,0.0,take a trip,Short Term,139084.0,731.0,1312625.9895891633,15.0,22.5,118693.0,20036.0,0
Own Home,3 years,0.0,258214.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,741.0,604466.0,10.0,10.2,161443.0,11787.0,0
Rent,5 years,0.0,557436.0,0.0,0.0,0.0,debt consolidation,Short Term,258236.0,731.0,1279977.0516583847,11.0,15.8,325926.0,18375.0,0
Home Mortgage,10+ years,0.0,410696.0,1.0,74.0,1.0,debt consolidation,Long Term,430804.0,637.0,1674261.0,14.0,28.300000000000004,94715.0,31811.0,1
Rent,10+ years,0.0,136906.0,0.0,56.0,0.0,debt consolidation,Short Term,168300.0,721.0,1453500.0,7.0,19.4,111720.0,6529.0,0
Home Mortgage,10+ years,0.0,348678.0,0.0,0.0,0.0,debt consolidation,Short Term,191136.0,731.0,1044953.1364377586,10.0,9.4,165927.0,12031.0,1
Rent,10+ years,0.0,594506.0,0.0,10.0,0.0,other,Long Term,544280.0,631.0,1410180.0,11.0,16.0,414865.0,23973.0,0
Rent,8 years,0.0,162074.0,0.0,0.0,0.0,debt consolidation,Short Term,472230.0,709.0,989273.0,7.0,12.0,119681.00000000001,12613.0,1
Home Mortgage,10+ years,0.0,172304.0,1.0,29.0,1.0,debt consolidation,Short Term,208626.0,667.0,1334655.0,14.0,20.6,94050.0,30363.0,1
Rent,10+ years,0.0,616066.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,741.0,1542952.0,9.0,23.4,390526.0,16201.0,0
Own Home,6 years,0.0,301598.0,0.0,32.0,0.0,home improvements,Short Term,433752.0,731.0,1208213.9693671735,11.0,22.5,144818.0,14516.0,0
Home Mortgage,8 years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,332156.0,7500.0,973085.0,16.0,16.0,493582.0,17029.0,1
Home Mortgage,9 years,0.0,187088.0,0.0,32.0,0.0,debt consolidation,Short Term,309606.0,722.0,638381.0,10.0,17.6,105355.0,7129.0,0
Rent,7 years,0.0,391446.0,1.0,53.0,1.0,debt consolidation,Short Term,212058.0,737.0,992047.0,16.0,17.5,135223.0,7349.0,0
Home Mortgage,6 years,0.0,422532.0,0.0,0.0,0.0,other,Short Term,188936.0,725.0,959880.0,14.0,26.4,89775.0,12798.0,0
Rent,3 years,0.0,475618.0,0.0,36.0,0.0,major purchase,Short Term,214742.0,731.0,1465968.2147981091,10.0,18.2,208449.0,26721.0,0
Rent,10+ years,0.0,745140.0,0.0,26.0,0.0,debt consolidation,Short Term,309606.0,739.0,1170590.0,7.0,22.1,111967.0,16009.0,1
Home Mortgage,10+ years,0.0,356598.0,1.0,0.0,1.0,debt consolidation,Short Term,161216.0,737.0,686907.0,8.0,26.9,134900.0,16009.0,0
Home Mortgage,8 years,0.0,490710.0,0.0,0.0,0.0,home improvements,Short Term,215138.0,746.0,772939.0,8.0,14.0,233092.0,12302.0,1
Rent,10+ years,0.0,217646.0,1.0,49.0,1.0,debt consolidation,Short Term,358820.0,741.0,1743174.0,6.0,14.3,147744.0,17432.0,0
Rent,7 years,0.0,332530.0,0.0,53.0,0.0,other,Short Term,184690.0,749.0,806873.0,13.0,15.4,64049.00000000003,22189.0,0
Home Mortgage,10+ years,0.0,302786.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,738.0,651149.0,10.0,16.5,129181.0,11178.0,0
Rent,10+ years,0.0,323312.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,729.0,1525909.0,6.0,17.0,108623.0,9003.0,0
Rent,< 1 year,0.0,694848.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,731.0,1184783.0,11.0,10.0,546079.0,22610.0,0
Rent,10+ years,0.0,1207822.0,0.0,39.0,0.0,debt consolidation,Long Term,497486.0,718.0,1021592.0,10.0,15.7,476710.0,16686.0,0
Own Home,10+ years,0.0,618926.0,0.0,63.0,0.0,debt consolidation,Short Term,217074.0,731.0,1389326.1079762708,13.0,27.0,328738.0,19130.0,0
Home Mortgage,10+ years,0.0,364430.0,1.0,0.0,1.0,debt consolidation,Short Term,309606.0,750.0,966150.0,10.0,13.6,193553.0,9098.0,0
Rent,4 years,0.0,541112.0,0.0,65.0,0.0,debt consolidation,Short Term,167728.0,731.0,1526443.4130028337,10.0,24.8,180386.0,27116.0,0
Home Mortgage,5 years,0.0,872630.0,0.0,8.0,0.0,debt consolidation,Short Term,721578.0,729.0,2077251.0,12.0,17.0,587822.0,16009.0,0
Rent,2 years,0.0,223454.0,0.0,0.0,0.0,debt consolidation,Short Term,155166.0,7170.0,674690.0,11.0,9.8,143583.0,11807.0,1
Home Mortgage,7 years,0.0,177584.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,738.0,1419300.0,7.0,16.9,137256.0,15967.0,0
Home Mortgage,10+ years,0.0,905960.0,0.0,45.0,0.0,debt consolidation,Short Term,373890.0,745.0,2032392.0,16.0,30.6,309833.0,25743.0,0
Rent,6 years,0.0,854986.0,0.0,0.0,0.0,debt consolidation,Short Term,260040.0,749.0,1703065.0,8.0,16.9,196422.0,8913.0,0
Home Mortgage,10+ years,0.0,110308.0,0.0,0.0,0.0,debt consolidation,Long Term,309606.0,744.0,1496592.0,8.0,22.0,208449.0,17373.0,0
Home Mortgage,5 years,0.0,139590.0,1.0,24.0,1.0,home improvements,Long Term,465366.0,680.0,894197.0,7.0,14.3,81738.0,15052.0,1
Rent,2 years,0.0,794376.0,0.0,0.0,0.0,business loan,Short Term,265452.0,705.0,668667.0,11.0,12.2,638704.0,11478.0,1
Home Mortgage,3 years,0.0,795696.0,0.0,0.0,0.0,business loan,Long Term,309606.0,732.0,1719063.0,14.0,12.5,175921.0,15457.0,0
Rent,< 1 year,0.0,417516.0,0.0,0.0,0.0,debt consolidation,Long Term,290576.0,723.0,772160.0,9.0,13.4,255303.0,15964.0,1
Rent,1 year,0.0,811624.0,0.0,26.0,0.0,debt consolidation,Short Term,309606.0,746.0,1043138.0,17.0,13.7,208449.0,17386.0,0
Home Mortgage,10+ years,0.0,475618.0,1.0,0.0,1.0,home improvements,Short Term,78012.0,731.0,1143420.1526709702,6.0,12.4,44384.0,15847.0,0
Home Mortgage,5 years,0.0,405922.0,0.0,38.0,0.0,debt consolidation,Long Term,214808.0,730.0,1528645.0,12.0,10.5,211052.0,18854.0,0
Home Mortgage,10+ years,0.0,540408.0,1.0,0.0,1.0,debt consolidation,Long Term,570680.0,731.0,1089175.0490482748,10.0,14.5,82612.0,12876.0,1
Rent,4 years,0.0,244662.0,0.0,0.0,0.0,other,Long Term,404800.0,731.0,1148658.7328972332,7.0,23.7,54093.0,11740.0,0
Rent,7 years,0.0,164802.0,0.0,9.0,0.0,debt consolidation,Short Term,173360.0,736.0,998184.0,6.0,15.6,33592.0,5049.0,0
Rent,6 years,0.0,636438.0,0.0,62.0,0.0,debt consolidation,Short Term,215380.0,730.0,696958.0,8.0,18.0,382546.0,11732.0,0
Home Mortgage,8 years,0.0,432982.0,0.0,15.0,0.0,debt consolidation,Short Term,309606.0,702.0,946523.0,19.0,15.4,56468.0,17195.0,0
Rent,< 1 year,0.0,697642.0,0.0,0.0,0.0,debt consolidation,Short Term,156508.0,731.0,1519217.3179129278,10.0,15.6,398259.0,28077.0,0
Home Mortgage,10+ years,0.0,388982.0,0.0,0.0,0.0,debt consolidation,Short Term,326106.0,731.0,1292493.2971038981,12.0,13.7,130340.0,21968.0,0
Home Mortgage,8 years,0.0,494450.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,744.0,928530.0,6.0,13.8,258780.0,8357.0,0
Home Mortgage,3 years,0.0,131098.0,0.0,32.0,0.0,debt consolidation,Long Term,386738.0,628.0,2597756.0,8.0,22.1,101213.0,16009.0,0
Rent,10+ years,0.0,301026.0,0.0,42.0,0.0,debt consolidation,Short Term,87912.0,7500.0,960184.0,9.0,17.0,86051.0,16009.0,1
Home Mortgage,10+ years,0.0,923296.0,0.0,43.0,0.0,debt consolidation,Long Term,309606.0,732.0,1170590.0,19.0,21.0,271909.0,16009.0,0
Rent,4 years,0.0,341462.0,0.0,0.0,0.0,debt consolidation,Short Term,110198.0,731.0,1180837.033162489,7.0,21.7,169860.0,12715.0,0
Rent,2 years,0.0,1540198.0,0.0,43.0,0.0,debt consolidation,Short Term,218988.0,731.0,1150694.7985392178,18.0,17.3,95779.0,15642.0,0
Home Mortgage,10+ years,0.0,773300.0,0.0,0.0,0.0,debt consolidation,Long Term,397474.0,704.0,1373054.0,10.0,16.2,305862.0,15561.0,0
Rent,10+ years,0.0,275044.0,0.0,0.0,0.0,other,Short Term,102014.0,689.0,1298346.0,8.0,17.0,45600.0,6881.0,1
Home Mortgage,7 years,0.0,1061830.0,0.0,0.0,0.0,debt consolidation,Long Term,606760.0,724.0,1310050.0,11.0,12.0,353970.0,26092.0,0
Rent,2 years,0.0,745734.0,0.0,0.0,0.0,other,Short Term,105248.0,652.0,1117181.0,10.0,15.0,403180.0,31561.0,1
Rent,< 1 year,0.0,258280.0,0.0,0.0,0.0,debt consolidation,Short Term,139150.0,748.0,667660.0,10.0,11.399999999999999,129371.0,13743.0,0
Home Mortgage,2 years,1.0,156530.0,2.0,48.0,1.0,debt consolidation,Short Term,134156.0,728.0,1351812.0,7.0,21.8,78261.00000000003,16009.0,0
Own Home,9 years,0.0,683914.0,0.0,0.0,0.0,other,Short Term,86174.0,717.0,558201.0,13.0,15.0,165965.0,4317.0,0
Rent,7 years,0.0,367774.0,0.0,43.0,0.0,debt consolidation,Long Term,216260.0,658.0,1587545.0,10.0,13.5,173090.0,23152.0,0
Own Home,4 years,0.0,1201332.0,0.0,32.0,0.0,other,Long Term,603614.0,627.0,1170590.0,19.0,18.0,208449.0,36628.0,0
Rent,3 years,0.0,736494.0,0.0,32.0,0.0,debt consolidation,Short Term,401896.0,738.0,1581218.0,17.0,12.9,540018.0,25563.0,0
Home Mortgage,10+ years,0.0,379764.0,0.0,27.0,0.0,debt consolidation,Short Term,268048.0,739.0,1060998.0,7.0,18.9,188252.0,5438.0,0
Home Mortgage,< 1 year,0.0,622402.0,0.0,20.0,0.0,business loan,Short Term,151162.0,710.0,619913.0,9.0,24.5,231135.0,13173.0,0
Own Home,1 year,0.0,1085678.0,0.0,0.0,0.0,debt consolidation,Long Term,587642.0,7130.0,2218003.0,11.0,25.0,496945.0,16009.0,1
Home Mortgage,7 years,0.0,295900.0,0.0,0.0,0.0,debt consolidation,Long Term,96822.0,709.0,586283.0,10.0,16.6,161006.0,16009.0,0
Home Mortgage,1 year,0.0,508112.0,0.0,0.0,0.0,debt consolidation,Long Term,353716.0,718.0,1431992.0,15.0,22.0,276450.0,21002.0,0
Home Mortgage,10+ years,0.0,1211232.0,0.0,0.0,0.0,home improvements,Long Term,662838.0,719.0,2671438.0,12.0,20.0,208449.0,16009.0,0
Home Mortgage,10+ years,0.0,1579578.0,0.0,0.0,0.0,home improvements,Short Term,309606.0,751.0,669636.0,11.0,22.9,99579.0,5859.0,0
Own Home,10+ years,0.0,113630.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,731.0,1221010.9733600959,8.0,13.5,60344.0,18992.0,1
Rent,4 years,0.0,1470744.0,0.0,0.0,0.0,debt consolidation,Short Term,644050.0,742.0,1261524.0,11.0,19.6,617310.0,17241.0,0
Own Home,3 years,0.0,634370.0,0.0,39.0,0.0,debt consolidation,Long Term,309606.0,737.0,784320.0,12.0,15.6,237215.0,4458.0,0
Home Mortgage,10+ years,0.0,324412.0,0.0,26.0,0.0,debt consolidation,Long Term,782870.0,6480.0,1931730.0,7.0,15.0,202844.0,18512.0,1
Rent,4 years,0.0,197384.0,0.0,41.0,0.0,debt consolidation,Short Term,309606.0,729.0,736725.0,9.0,14.8,94791.0,14428.0,0
Own Home,8 years,0.0,235114.0,1.0,0.0,1.0,debt consolidation,Short Term,166430.0,731.0,1086885.6066847218,7.0,22.6,106818.0,8888.0,0
Rent,1 year,0.0,714516.0,0.0,32.0,0.0,debt consolidation,Short Term,162910.0,731.0,1466814.627815904,10.0,16.5,276450.0,26702.0,0
Home Mortgage,3 years,0.0,1042096.0,0.0,0.0,0.0,debt consolidation,Long Term,498872.0,644.0,1170590.0,14.0,28.5,689396.0,16009.0,1
Rent,10+ years,0.0,271128.0,0.0,0.0,0.0,debt consolidation,Long Term,220440.0,722.0,571140.0,8.0,15.6,137674.0,11004.0,1
Rent,1 year,0.0,454696.0,0.0,43.0,0.0,debt consolidation,Short Term,223058.0,748.0,1021003.0,10.0,13.0,102885.0,5837.0,0
Rent,1 year,0.0,1421970.0,1.0,0.0,1.0,debt consolidation,Long Term,787248.0,731.0,1391753.252907068,11.0,17.0,208449.0,24076.0,1
Home Mortgage,10+ years,0.0,1425028.0,0.0,53.0,0.0,debt consolidation,Short Term,268862.0,741.0,2515448.0,10.0,19.3,208449.0,35007.0,1
Home Mortgage,10+ years,0.0,555192.0,0.0,68.0,0.0,debt consolidation,Long Term,398376.0,731.0,1767569.4480372206,14.0,26.2,270902.0,36888.0,0
Rent,3 years,0.0,567402.0,0.0,0.0,0.0,debt consolidation,Short Term,266948.0,731.0,1177749.2340445279,16.0,17.0,291080.0,14570.0,0
Home Mortgage,10+ years,0.0,890956.0,0.0,0.0,0.0,debt consolidation,Short Term,401192.0,748.0,1376341.0,8.0,19.0,574009.0,24889.0,0
Home Mortgage,2 years,0.0,121726.0,0.0,0.0,0.0,debt consolidation,Long Term,265628.0,687.0,611762.0,10.0,23.2,90098.0,16009.0,1
Rent,1 year,0.0,496210.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,744.0,609273.0,14.0,22.0,219412.0,10307.0,0
Home Mortgage,9 years,0.0,645238.0,0.0,0.0,0.0,debt consolidation,Short Term,423038.0,704.0,1235247.0,10.0,19.3,361095.0,30778.0,0
Rent,10+ years,0.0,400466.0,0.0,14.0,0.0,buy house,Short Term,200442.0,731.0,1060113.2200502553,15.0,15.0,133152.0,11668.0,0
Home Mortgage,7 years,0.0,471086.0,0.0,0.0,0.0,debt consolidation,Short Term,176990.0,739.0,764256.0,7.0,9.6,209114.0,16368.0,1
Rent,10+ years,0.0,171116.0,0.0,32.0,0.0,home improvements,Long Term,433312.0,7030.0,935560.0,10.0,17.0,91637.0,10681.0,1
Rent,8 years,0.0,576180.0,1.0,0.0,1.0,debt consolidation,Long Term,450384.0,665.0,1361388.0,8.0,20.1,308028.0,28135.0,1
Home Mortgage,8 years,0.0,814946.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,745.0,1222156.0,17.0,12.5,289978.0,23628.0,0
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,728794.0,748.0,2324004.0,18.0,24.4,732469.0,30212.0,0
